Po number,Date,Vendor,Remarks,Due Date,Project,Document Total,Payment Terms Code,Document Currency,Document Rate,Document Status,Canceled,Project Code,Tax Amount (SC),,
40610481,12 Oct 18,R. H. Power Utilities Pvt. Ltd.,Based On Sales Orders 10610452.,26 Oct 18,28066,110448,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28066-Towards Encoder Set,16848,,
40610482,12 Oct 18,Chetan Abrasives Pvt. Ltd.,,19 Oct 18,27229,5274.6,100% Advance,Indian Rupee,1,Closed,No,27229-channai Tools requirement,804.6,,
40610483,12 Oct 18,Global Marketing,,2 Nov 18,,93416.12,7 days after delivery,Indian Rupee,1,Open,No,25748-Enquiry for Torque wrench,14249.92,,
40610484,12 Oct 18,Suchi Communication,Based On Sales Orders 10610453.,16 Oct 18,27557,6668.01,100% Advance,Indian Rupee,1,Closed,No,27557-Analog Phone Beetel M75,1017.16,,
40610485,12 Oct 18,Kishor Pumps Pvt. Ltd.,Based On Sales Orders 10610450.,4 Jan 19,27465,90749.08,100% advance against proforma invoice,Indian Rupee,1,Open,No,27465- FW: PR-1200035175,13843.08,,
40610486,12 Oct 18,Industrial Bearing Corporation,Based On Sales Orders 10610455.,15 Oct 18,28085,1254.58,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28085-SKF Bearings,191.38,,
40610487,12 Oct 18,Shreenathji Welding And Safety Pvt. Ltd.,Based On Sales Orders 99999033.,19 Oct 18,,1298,30 days after delivery,Indian Rupee,1,Closed,No,18323-PO_4101444057_PPE Online_BulkMRO,198,,
40610488,12 Oct 18,Deluxe Electrical Corporation,Based On Sales Orders 10610454.,1 Nov 18,28096,3009,30 days after delivery,Indian Rupee,1,Closed,No,28096-IR Gun,459,,
40610489,12 Oct 18,SHREENATH TOOLS CENTRE,Based On Sales Orders 10300055.,19 Oct 18,,44840,15 days after delivery,Indian Rupee,1,Closed,No,18592-Supply of TOTEM Burr wheel B2,6840,,
40610490,12 Oct 18,M/S. Sahil International,,12 Oct 18,,86073.6,100% Advance,Indian Rupee,1,Open,No,Stock Purchase,13129.88,,
40610491,13 Oct 18,Bansal Trading Company,Based On Sales Orders 10610457.,26 Oct 18,26261,26020.7,100% Advance,Indian Rupee,1,Closed,No,26261-plumbing materials,3969.26,,
40610492,13 Oct 18,Shreeji Trading Co.,Based On Sales Orders 10610456.,19 Oct 18,27737,37170,100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,27737-Duracell Battery,5670,,
40610493,13 Oct 18,Metastar,Based On Sales Orders 10610458.,3 Nov 18,27907,2813120,100% Advance,Indian Rupee,1,Closed,No,27907-PO Portable Puffpannel cabin,429120.00,,
40610494,15 Oct 18,Neel Ceramics,Based On Sales Orders 10610459.,26 Nov 18,27322,82600,100% advance against proforma invoice,Indian Rupee,1,Open,No,27322-Hindware Cartidge required,12600,,
40610495,15 Oct 18,Shreeji Trading Co. (AFHPS8023F),,22 Oct 18,27737,37288,7 Days PDC,Indian Rupee,1,Closed,No,27737-Duracell Battery,5688,,
40610496,15 Oct 18,Shreeji Marketing Corporation,Based On Sales Orders 10610460.,22 Oct 18,27834,6254,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27834-FLow Control Valve FESTO,954,,
40610497,17 Oct 18,Griphold Engineering Pvt. Ltd.,Based On Sales Orders 10610461.,23 Oct 18,28139,4720,100% Advance,Indian Rupee,1,Closed,No,28139-Griphold sockets,720,,
40610498,17 Oct 18,Innovative Engineering Products Pvt. Ltd.,Based On Sales Orders 10610462.,30 Oct 18,28204,18172,30 days after delivery,Indian Rupee,1,Closed,No,28204-PPES required,2772,,
40610499,17 Oct 18,SHREENATH TOOLS CENTRE,Based On Sales Orders 10610462.,30 Oct 18,28204,514.48,7 days after delivery,Indian Rupee,1,Closed,No,28204-PPES required,78.48,,
40610500,17 Oct 18,Shreenathji Welding And Safety Pvt. Ltd.,Based On Sales Orders 10610462.,30 Oct 18,28204,4720,30 days after delivery,Indian Rupee,1,Closed,No,28204-PPES required,720,,
40610501,17 Oct 18,SHREENATH TOOLS CENTRE,Based On Sales Orders 10610466.,23 Oct 18,28229,2272.32,7 days after delivery,Indian Rupee,1,Closed,No,28229-Fwd: Drill Tool Required for plant _4,346.62,,
40610502,17 Oct 18,Dhiren Traders,Based On Sales Orders 10610466.,30 Oct 18,28229,30975,15 days after delivery,Indian Rupee,1,Closed,No,28229-Fwd: Drill Tool Required for plant _4,4725,,
40610503,17 Oct 18,S. S. Engineers,Based On Sales Orders 10610464.,16 Nov 18,28224,105000,15 days after delivery,Indian Rupee,1,Open,No,28224-PO- 3391117806 Hand Gloves,5000,,
40610504,19 Oct 18,Dhiren Traders,Based On Sales Orders 10610467.,1 Nov 18,27986,7021,15 days after delivery,Indian Rupee,1,Closed,No,27986-Fwd: FW: Please advise quote for bearing :,1071,,
40610505,19 Oct 18,Bombay Machinery Stores,Based On Sales Orders 10610463.,25 Oct 18,27547,143518.68,100% advance against proforma invoice,Indian Rupee,1,Open,No,27547-Chain Tongs Required,21892.68,,
40610506,19 Oct 18,Revathi Electronics and Controls,Based On Sales Orders 10610426.,30 Nov 18,27783,42509.5,30 days after delivery,Indian Rupee,1,Closed,No,27783-4850002344 - LEVEL GUAGE,6484.5,,
40610507,22 Oct 18,Mahavir Brothers,Based On Sales Orders 10610468.,25 Oct 18,28208,7883,30 days after delivery,Indian Rupee,1,Closed,No,28208-V-belts,1202.5,,
40610508,23 Oct 18,Famous Engineering,Based On Sales Orders 10610103.,31 May 18,19668,38350,100% Advance,Indian Rupee,1,Closed,No,19668-MRO Items,5850,,
40610509,23 Oct 18,Kapsun Resources Corporation,Based On Sales Orders 10610470.,31 Oct 18,28302,6018,100% Advance,Indian Rupee,1,Closed,Yes,Submersible Pump,918,,
40610510,24 Oct 18,Vardhman Distributors,Based On Sales Orders 10610472.,29 Oct 18,28309,3540,100% Advance,Indian Rupee,1,Closed,No,Misc Items,540,,
40610511,24 Oct 18,Diamond Sports,Based On Sales Orders 10610473.,7 Nov 18,27938,5600,7 days after delivery,Indian Rupee,1,Open,No,27938-Badminton Racket Grip,600,,
40610512,24 Oct 18,Innovative Engineering Products Pvt. Ltd.,Based On Sales Orders 10610472.,29 Oct 18,28309,1624,30 days after delivery,Indian Rupee,1,Closed,No,Misc Items,174,,
40610513,24 Oct 18,Dhiren Traders,Based On Sales Orders 10610472.,29 Oct 18,28309,5428,15 days after delivery,Indian Rupee,1,Closed,No,Misc Items,828,,
40610514,24 Oct 18,High Tech Shoes (P) Ltd.,,7 Nov 18,,26019,30 days after delivery,Indian Rupee,1,Open,No,25052-wheel waste bin,3969,,
40610515,24 Oct 18,Chetan Abrasives Pvt. Ltd.,Based On Sales Orders 10610348.,10 Sep 18,26318,15358.88,100% advance,Indian Rupee,1,Closed,No,26318-RFQ - Maintenance Hand Tools,2342.88,,
40610516,24 Oct 18,MI Tools India,,24 Oct 18,,10367.52,100% Advance,Indian Rupee,1,Closed,No,28397 - Spanner set and Wrench required,1581.5,,
40610517,25 Oct 18,Industrial Bearing Corporation,Based On Sales Orders 10610474.,8 Nov 18,28250,1128.08,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28250-locating for Bearing Pedastal,172.08,,
40610518,25 Oct 18,Dhiren Traders,Based On Sales Orders 10610475.,8 Nov 18,28363,10738,15 days after delivery,Indian Rupee,1,Closed,No,Fwd: FW: Please advise quote for bearing :,1638,,
40610519,25 Oct 18,Industrial Bearing Corporation,Based On Sales Orders 10610475.,8 Nov 18,28363,8782.16,100% advance against proforma invoice,Indian Rupee,1,Closed,No,Fwd: FW: Please advise quote for bearing :,1339.66,,
40610520,26 Oct 18,Dhiren Traders,Based On Sales Orders 10610479.,30 Oct 18,28434,2832,15 days after delivery,Indian Rupee,1,Closed,No,28434 - Please quote for bearing - skf31308j2/qcl7c,432,,
40610521,26 Oct 18,Mahavir Brothers,Based On Sales Orders 10610481.,29 Oct 18,28403,8092.44,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28403 - V-Belts and SKF Bearing,1234.44,,
40610522,26 Oct 18,Industrial Bearing Corporation,Based On Sales Orders 10610481.,27 Oct 18,28403,3673.1,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28403 - V-Belts and SKF Bearing,560.3,,
40610523,26 Oct 18,Shreeji Marketing Corporation,Based On Sales Orders 10610482.,1 Nov 18,28448,9869.52,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28448 - FESTO Valve,1505.52,,
40610524,26 Oct 18,Five Star Stationers,Based On Sales Orders 10610477.,1 Nov 18,28468,3399.58,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28468 - Dura Cell Battery required,518.58,,
40610525,29 Oct 18,Kapsun Resources Corporation,,5 Nov 18,28302,5712,100% Advance,Indian Rupee,1,Closed,No,Submersible Pump,612,,
40610526,29 Oct 18,Chetan Abrasives Pvt. Ltd.,Based On Sales Orders 10610483.,31 Oct 18,28350,6879.4,7 days after delivery,Indian Rupee,1,Closed,No,4100001748,1049.4,,
40610527,29 Oct 18,Infiniti Retail Limited Trading,Based On Sales Orders 10610484.,5 Nov 18,28477,8290,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28477 - Sony Camera,1813.44,,
40610528,29 Oct 18,Innovative Engineering Products Pvt. Ltd.,Based On Sales Orders 10610487.,12 Nov 18,28517,14802.48,30 days after delivery,Indian Rupee,1,Open,No,28517 - PO 30023354,1585.98,,
40610529,29 Oct 18,Bombay Fire Safety,Based On Sales Orders 10610465.,30 Oct 18,28230,2940,7 days after delivery,Indian Rupee,1,Closed,No,28230-safety items,140,,
40610530,29 Oct 18,Collective Trade Links Pvt. Ltd.,,12 Nov 18,,41418,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27858-bearing requirement,6318,,
40610531,29 Oct 18,Vivek Trading Co.,Based On Sales Orders 10610486.,5 Nov 18,28516,18585,30 days after delivery,Indian Rupee,1,Closed,No,28516 - PO 30023353,2835,,
40610532,29 Oct 18,Mahavir Brothers,Based On Sales Orders 10610488.,1 Nov 18,28522,1961.76,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28522 - V Belt - Fenner,299.26,,
40610533,29 Oct 18,Rexel India Pvt. Ltd.,Based On Sales Orders 10610489.,24 Dec 18,27600,15104,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27600-Weidmuller,2304,,
40610534,29 Oct 18,MI Tools India,Based On Sales Orders 10610483.,31 Oct 18,28350,262.56,100% Advance,Indian Rupee,1,Open,No,4100001748,40.06,,
40610535,30 Oct 18,MI Tools India,Based On Sales Orders 10610422.,1 Nov 18,27044,989.86,100% Advance,Indian Rupee,1,Closed,No,27044-Inquiry of Hand Tools Vishakhapatnam,151,,
40610536,30 Oct 18,PRS Permacel Pvt. Ltd.,Based On Sales Orders 10610490.,13 Nov 18,28540,24485,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28540 -  AC43 / AC 46 PRS Permacel,3735,,
40610537,30 Oct 18,MI Tools India,,1 Nov 18,,954.74,100% Advance,Indian Rupee,1,Open,No,27046-Hand Tools of Nerul,145.64,,
40610538,31 Oct 18,Kalindi Engineering Services,Based On Sales Orders 10610047.,14 Nov 18,,212786.58,100% Advance,Indian Rupee,1,Open,No,19537-calibration services,32393.58,,
40610539,31 Oct 18,Gurukrupa Printing Press,Based On Sales Orders 10610493.,14 Nov 18,28356,16520,100% advance against proforma invoice,Indian Rupee,1,Closed,No,Plastic Tags with Dori required,2520,,
40610540,31 Oct 18,Kohinoor Paints Mart,Based On Sales Orders 10610493.,14 Nov 18,28356,2280.04,100% advance against proforma invoice,Indian Rupee,1,Closed,No,Plastic Tags with Dori required,347.8,,
40610541,31 Oct 18,Shreenathji Welding And Safety Pvt. Ltd.,Based On Sales Orders 10610132.,14 Nov 18,21134,8505,7 days after delivery,Indian Rupee,1,Open,No,21134-PO_4101571658_PPEs for Plant_BulkMRO,405,,
40610542,31 Oct 18,RBL Technology,Based On Sales Orders 10610480.,7 Nov 18,28372,10617.6,100% Advance,Indian Rupee,1,Closed,Yes,28372 - PO 4101691827-0 2018-10-04 122733,1137.6,,
40610543,31 Oct 18,Navkar Enterprise,Based On Sales Orders 10610491.,1 Nov 18,28372,29696.92,30 days after delivery,Indian Rupee,1,Closed,No,28372 - PO 4101691827-0 2018-10-04 122733,4530.04,,
40610544,1 Nov 18,Boulton Trading Corporation,Based On Sales Orders 10610498.,14 Nov 18,28372,2065,100% Advance,Indian Rupee,1,Open,No,28372 - PO 4101691827-0 2018-10-04 122733,315,,
40610545,1 Nov 18,Vision Enterprises,Based On Sales Orders 10610498.,15 Nov 18,28372,15045,100% Advance,Indian Rupee,1,Open,No,28372 - PO 4101691827-0 2018-10-04 122733,2295,,
40610546,1 Nov 18,Bansal Trading Company,Based On Sales Orders 10610500.,8 Nov 18,28604,31779.76,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28604 - PLUMBING MATERIALS,4847.76,,
40610547,1 Nov 18,Dhiren Traders,Based On Sales Orders 10610500.,8 Nov 18,28604,8120.28,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28604 - PLUMBING MATERIALS,1238.68,,
40610548,1 Nov 18,Anupam Enterprise,Based On Sales Orders 10610498.,15 Nov 18,28372,11008,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28372 - PO 4101691827-0 2018-10-04 122733,2408,,
40610549,1 Nov 18,Market pulse,Based On Sales Orders 10610502.,11 Jan 19,27449,44705.48,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27449-Testing material,6819.48,,
40610550,2 Nov 18,Safety Solutions India,Based On Sales Orders 10610504.,5 Nov 18,28626,21420,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28626 - FFP3 Mask Required,1020,,
40610551,2 Nov 18,Socomec Innovative Power Solutions Pvt. Ltd.,,5 Nov 18,28698,25960,100% Advance,Indian Rupee,1,Open,No,28698 - PO 4101720963-0 2018-11-01 083145,3960,,
40610552,2 Nov 18,Airson Enterprises,Based On Sales Orders 10610503.,9 Nov 18,26447,5192,100% advance against proforma invoice,Indian Rupee,1,Closed,No,26447-ac compressor replacement,792,,
40610553,2 Nov 18,Dhiren Traders,Based On Sales Orders 10610508.,16 Nov 18,28713,13452,15 days after delivery,Indian Rupee,1,Closed,No,28713 - Fwd: FW: Please advise quote for bearing,2052,,
40610554,2 Nov 18,Industrial Bearing Corporation,Based On Sales Orders 10610508.,16 Nov 18,28713,8782.16,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28713 - Fwd: FW: Please advise quote for bearing,1339.66,,
40610555,3 Nov 18,Baroda Machine Tools,,3 Nov 18,26318,1291.86,100% Advance,Indian Rupee,1,Closed,No,26318-RFQ - Maintenance Hand Tools,197.06,,
40610556,3 Nov 18,Baroda Machine Tools,Based On Sales Orders 10610510.,6 Nov 18,28618,5134.18,100% Against Delivery,Indian Rupee,1,Closed,No,28618 - Taparia Items,783.18,,
40610557,3 Nov 18,R. K. Interior,Based On Sales Orders 10610510.,6 Nov 18,28618,578.2,100% Against Delivery,Indian Rupee,1,Closed,No,28618 - Taparia Items,88.2,,
40610558,3 Nov 18,Swan Machine Tools Pvt. Ltd.,Based On Sales Orders 10610510.,6 Nov 18,28618,1770,100% Against Delivery,Indian Rupee,1,Closed,No,28618 - Taparia Items,270,,
40610559,3 Nov 18,SHREENATH TOOLS CENTRE,Based On Sales Orders 10610510.,6 Nov 18,28618,1788.4,15 days after delivery,Indian Rupee,1,Closed,No,28618 - Taparia Items,272.8,,
40610560,3 Nov 18,Dhiren Traders,Based On Sales Orders 10610510.,6 Nov 18,28618,5489.96,15 days after delivery,Indian Rupee,1,Closed,No,28618 - Taparia Items,837.46,,
40610561,3 Nov 18,MI Tools India,Based On Sales Orders 10610510.,6 Nov 18,28618,6498.42,100% Against Delivery,Indian Rupee,1,Closed,No,28618 - Taparia Items,989.1,,
40610562,12 Nov 18,Alptech Power Solution,Based On Sales Orders 10610512.,12 Nov 18,28711,281792,100% Advance,Indian Rupee,1,Closed,No,28711 - FW: Re: Alstom Forge BSC & price,61642,,
40610563,12 Nov 18,MI Tools India,Based On Sales Orders 10610515.,15 Nov 18,28749,1404.68,100% Against Delivery,Indian Rupee,1,Closed,No,28749 - Tools,214.28,,
40610564,12 Nov 18,Maruti Industrial Suppliers,Based On Sales Orders 10610510.,15 Nov 18,28618,2321.06,100% Against Delivery,Indian Rupee,1,Closed,No,28618 - Taparia Items,354.06,,
40610565,13 Nov 18,Industrial Bearing Corporation,Based On Sales Orders 10610511.,16 Nov 18,28614,1822.4,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28614 - V Belt,278,,
40610566,13 Nov 18,Mahavir Brothers,Based On Sales Orders 10610511.,16 Nov 18,28614,3403.12,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28614 - V Belt,519.12,,
40610567,13 Nov 18,Manak Engineering Services,Based On Sales Orders 10610516.,15 Nov 18,28845,353280,100% Advance,Indian Rupee,1,Closed,No,28845 - PO Supply of Battery 6V 390AH 4101728283-0 2018-11-,77280,,
40610568,14 Nov 18,Maruti Rolling Shutters Industries,,21 Nov 18,,87320,100% Advance,Indian Rupee,1,Closed,No,28756 - 4101717558 / 0 - Rolling Shutter,13320,,
40610569,14 Nov 18,K Point,Based On Sales Orders 10610514.,8 Nov 18,28731,7080,100% Advance Along With PI,Indian Rupee,1,Open,No,28731 - PO 4101720963-0,1080,,
40610570,14 Nov 18,Southern Associates,Based On Sales Orders 10610518.,15 Nov 18,28871,5947.2,100% Advance,Indian Rupee,1,Closed,No,28871 - PO # 4100001874,907.2,,
40610571,14 Nov 18,Alptech Power Solution,Based On Sales Orders 10610512.,20 Nov 18,28711,629888,100% Advance,Indian Rupee,1,Open,No,28711 - FW: Re: Alstom Forge BSC & price,137788.00,,
40610572,15 Nov 18,Rushabh Sales,Based On Sales Orders 10610524.,5 Nov 18,28774,5664,100% Advance,Indian Rupee,1,Closed,No,28774 - MRO Item & service,864,,
40610573,15 Nov 18,Alptech Power Solution,Based On Sales Orders 10610525.,15 Nov 18,28917,99456,100% Advance,Indian Rupee,1,Open,No,28917 -  PO-4101723995 battery for waco,21756,,
40610574,15 Nov 18,Darshil Enterprise,Based On Sales Orders 10610523.,15 Nov 18,28683,12917.93,100% Advance Along With PI,Indian Rupee,1,Closed,No,28683 - supply of MRO Items,1970.56,,
40610575,15 Nov 18,Maximator India Pvt. Ltd.,Based On Sales Orders 10610526.,3 Jan 19,28957,70635.52,100% advance against proforma invoice,Indian Rupee,1,Open,No,28957 - 4101730374 Supply of Hydraulic Pump for Waco Machin,15451.52,,
40610576,15 Nov 18,Power tech system,Based On Sales Orders 10610520.,29 Nov 18,27488,28910,25% Against P.O. & 75% Against Proforma Invoice Prior to Dispatch,Indian Rupee,1,Closed,No,27488-Requirement of Battery and pressure regulator valve,4410,,
40610577,15 Nov 18,Metastar,Based On Sales Orders 10610497.,31 Oct 18,28355,1054920,100% Advance,Indian Rupee,1,Open,No,PO Portable Puffpannel cabin,160920.00,,
40610578,15 Nov 18,PIDIOK Industries,Based On Sales Orders 10610520.,30 Nov 18,27488,2126.36,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27488-Requirement of Battery and pressure regulator valve,324.36,,
40610579,16 Nov 18,Revathi Electronics and Controls,Based On Sales Orders 10610517.,22 Nov 18,28799,8968,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28799 - 4560006268 - LEVEL INDICATOR,1368,,
40610580,17 Nov 18,Sneha Industries,Based On Sales Orders 10610528.,20 Nov 18,29003,30090,100% advance against proforma invoice,Indian Rupee,1,Closed,No,29003 - 4101731150- Supply of Hose Pipe for TVPI Machine,4590,,
40610581,17 Nov 18,Sneha Industries,Based On Sales Orders 10610529.,22 Nov 18,29010,10030,100% advance against proforma invoice,Indian Rupee,1,Closed,No,29010 - 4101691827 - supply of MRO item,1530,,
40610582,17 Nov 18,Saral Info Solutions,Based On Sales Orders 10610531.,5 Nov 18,28763,310900,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28763 - 20KVA UPS,51900,,
40610583,17 Nov 18,Deluxe Electrical Corporation,Based On Sales Orders 10610530.,20 Nov 18,28961,1062,30 days after delivery,Indian Rupee,1,Closed,No,28961 - Calibration Certificate required,162,,
40610584,17 Nov 18,Leimco,Based On Sales Orders 10610524.,5 Nov 18,28774,20945,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28774 - MRO Item & service,3195,,
40610585,19 Nov 18,RBL Technology,Based On Sales Orders 10610534.,30 Nov 18,29013,7965,100% advance against proforma invoice,Indian Rupee,1,Closed,Yes,29013 -  4101717558- MRO Items & Serivce,1215,,
40610586,19 Nov 18,Veljan Hydrair Ltd.,Based On Sales Orders 10610533.,28 Nov 18,28926,12276.72,100% Advance,Indian Rupee,1,Open,No,28926 - Hydraulic spares,1872.72,,
40610587,19 Nov 18,Bombay Fire Safety,Based On Sales Orders 10610499.,22 Nov 18,28642,8169,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28642 - supply of gloves & dust mask,389,,
40610588,20 Nov 18,Image India sales and services,Based On Sales Orders 10610536.,25 Nov 18,28300,25464.4,100% advance against proforma invoice,Indian Rupee,1,Closed,No,Fwd: Offer required for Legris Pneumatic Items,3884.4,,
40610589,20 Nov 18,Bombay Fire Safety,Based On Sales Orders 10610433.,12 Oct 18,27853,16016,100% Advance,Indian Rupee,1,Open,No,27853-Supply of MRO Items,1716,,
40610590,20 Nov 18,Foremost Systems,,20 Nov 18,,63720,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28774 - MRO Item & service,9720,,
40610591,20 Nov 18,Industrial Bearing Corporation,Based On Sales Orders 10610535.,22 Nov 18,28935,5098.44,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28935 - SKF Bearing,777.74,,
40610592,20 Nov 18,SGB Transformers India Pvt. Ltd.,,20 Nov 18,,179596,100% advance against proforma invoice,Indian Rupee,1,Open,No,28774 - MRO Item & service,27396,,
40610593,21 Nov 18,Shreenathji Welding And Safety Pvt. Ltd.,Based On Sales Orders 10610538.,24 Nov 18,29074,3964.8,30 days after delivery,Indian Rupee,1,Closed,No,29074 - Hand Gloves Required,604.8,,
40610594,21 Nov 18,Shree Laxmi Trading,Based On Sales Orders 10610538.,24 Nov 18,29074,1995,100% advance against proforma invoice,Indian Rupee,1,Closed,No,29074 - Hand Gloves Required,95,,
40610595,21 Nov 18,J.Parekh and Co.,Based On Sales Orders 10610540.,26 Nov 18,29088,4602,100% Against Delivery,Indian Rupee,1,Closed,No,29088 - 4502370757-BULK MRO INDUSTRIAL SUPPLY PVT LTD,702,,
40610596,21 Nov 18,Prisha Enterprises,Based On Sales Orders 10610540.,26 Nov 18,29088,17700,100% Against Delivery,Indian Rupee,1,Closed,Yes,29088 - 4502370757-BULK MRO INDUSTRIAL SUPPLY PVT LTD,2700,,
40610597,21 Nov 18,Safety Solutions,Based On Sales Orders 10610542.,28 Dec 18,28875,7068.2,30% advance & 70% against delivery,Indian Rupee,1,Open,No,28875 - RFP_20120613,1078.2,,
40610598,22 Nov 18,Vishruti International,,22 Nov 18,29088,17110,100% Advance,Indian Rupee,1,Closed,No,29088 - 4502370757-BULK MRO INDUSTRIAL SUPPLY PVT LTD,2610,,
40610599,22 Nov 18,Utkal Engineers,Based On Sales Orders 10610545.,18 Nov 18,28654,46199.84,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28654 - Fwd: RFQ - Slings & D-Shackles - URGENT,5307.84,,
40610600,22 Nov 18,RBL Technologies,,22 Nov 18,29013,7965,100% advance against proforma invoice,Indian Rupee,1,Open,No,29013 -  4101717558- MRO Items & Serivce,1215,,
40610601,22 Nov 18,Jaykrishna Magnetics Pvt. Ltd.,Based On Sales Orders 10610543.,21 Nov 18,28858,221250,100% advance against proforma invoice,Indian Rupee,1,Open,No,28858 - Magnetic Grill required,33750,,
40610602,22 Nov 18,MI Tools India,Based On Sales Orders 10610546.,25 Nov 18,29138,3877.48,100% Advance Along With PI,Indian Rupee,1,Closed,No,29138 - Taparia hand tools,591.48,,
40610603,22 Nov 18,SHREENATH TOOLS CENTRE,Based On Sales Orders 10610546.,25 Nov 18,29138,2015.44,15 days after delivery,Indian Rupee,1,Closed,No,29138 - Taparia hand tools,307.44,,
40610604,23 Nov 18,Tirth Enterprise,Based On Sales Orders 10610549.,25 Nov 18,29155,1888,100% advance against proforma invoice,Indian Rupee,1,Closed,No,29155 - Cut off wheel required,288,,
40610605,23 Nov 18,Velox Automation Pvt. Ltd.,Based On Sales Orders 10610552.,21 Nov 18,28585,8260,100% advance against proforma invoice,Indian Rupee,1,Closed,No,28585 - Request for your service,1260,,
40610606,23 Nov 18,Shree Maheshwari Crockery and Glassware,Based On Sales Orders 10610554.,23 Nov 18,29178,6665,100% advance against proforma invoice,Indian Rupee,1,Closed,No,29178 - glass and mug set,915,,
40610607,26 Nov 18,Marck Engineers,Based On Sales Orders 10610547.,29 Nov 18,28167,12489.12,30 days after delivery,Indian Rupee,1,Closed,No,"28167-Butterfly Valve 6"" Required",1905.12,,
40610608,26 Nov 18,Ultra Tech,Based On Sales Orders 10610550.,6 Dec 18,28879,15000,100% advance against proforma invoice,Indian Rupee,1,Open,No,28879 - MRO Item & service,0,,
40610609,26 Nov 18,Whirlpool of India Limited,,30 Nov 18,28789,12500,100% Advance,Indian Rupee,1,Open,No,28789 - Office pantry refrigeration & Water dispenser for ABB Chennai Plant,1906.78,,
40610610,26 Nov 18,Vijay Enterprises,Based On Sales Orders 10610555.,30 Nov 18,28789,6499.99,100% Advance,Indian Rupee,1,Closed,No,28789 - Office pantry refrigeration & Water dispenser for ABB Chennai Plant,991.52,,
40610611,26 Nov 18,M. R. Organisation Ltd.,Based On Sales Orders 10610558.,21 Nov 18,29067,74399,100% advance against proforma invoice,Indian Rupee,1,Closed,No,29067 - OIL SEPARATOR KIT,11349,,
40610612,26 Nov 18,BALAJI MACHINE TOOLS,Based On Sales Orders 10610548.,30 Nov 18,29126,323733,100% advance against proforma invoice,Indian Rupee,1,Open,No,29126 - 4101732666-Supply of Telescopic Cover & NDT Trainin,49383,,
40610613,26 Nov 18,Kagzi Stationery Mart,,26 Nov 18,27969,12919.96,100% Advance,Indian Rupee,1,Closed,No,27969-Purchase order No. 2412935618,1617.96,,
40610614,26 Nov 18,Bombay Fire Safety,Based On Sales Orders 10610560.,5 Jun 18,18465,2453.86,7 days after delivery,Indian Rupee,1,Open,No,18465 - Open PO,116.86,,
40610615,27 Nov 18,RBL Technologies,,27 Nov 18,28372,10617.6,100% Advance,Indian Rupee,1,Closed,No,28372 - PO 4101691827-0 2018-10-04 122733,1137.6,,
40610616,27 Nov 18,Dhaval Paper Bag Manufacturing Co.,Based On Sales Orders 10610562.,11 Dec 18,29125,24190,100% advance against proforma invoice,Indian Rupee,1,Closed,No,29125 - HDPE bag required,3690,,
40610617,27 Nov 18,Dhiren Traders,Based On Sales Orders 10610561.,10 Dec 18,29234,29948.4,100% advance against proforma invoice,Indian Rupee,1,Closed,No,29234 - Buffing wheel and bearing required,4568.4,,
40610618,27 Nov 18,Nilkamal Ltd.,Based On Sales Orders 10610559.,4 Dec 18,27964,25960,100% advance against proforma invoice,Indian Rupee,1,Closed,No,27964-Quotation for Dustbin,3960,,
40610619,27 Nov 18,Nadrix Solutions Pvt. Ltd.,Based On Sales Orders 10610567.,22 Nov 18,28733,322319.36,100% advance against proforma invoice,Indian Rupee,1,Open,No,28733 - MRO & service,49167.36,,
40610620,28 Nov 18,MB and Sons Pvt. Ltd.,Based On Sales Orders 10610563.,11 Dec 18,28817,3332.32,100% Against PI at the time of delivery,Indian Rupee,1,Closed,Yes,28817 - offer for the minilec make phase failure relay,508.32,,
