#,Date,Customer,Remarks,Due Date,Branch,Document Status,Document Total (FC),Document Total (SC),Document Status,Canceled,Total Discount,Total Discount (FC),Total Discount (SC),Ship To,Bill to,Applied WTax,Document Total,Tax Amount (SC),Project,Inside Sales Owner,
11410045,16 Nov 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3654.,17 Nov 18,Telangana,,0,"6,244.56",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,5 9 30 Road No.4 Basheerbagh Palace ColonyBasheerbagh Hyderabad 500063 Telangana,0,6244.56,952.56,28989,Dipali Ghanvat,
11410044,16 Nov 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3651.,17 Nov 18,Telangana,,0,"72,659.68",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,72659.68,11083.68,28991,Dipali Ghanvat,
11410043,15 Nov 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3628.,17 Nov 18,Telangana,,0,"3,929.40",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,5 9 30 Road No.4 Basheerbagh Palace ColonyBasheerbagh Hyderabad 500063 Telangana,0,3929.4,599.4,28870,Dipali Ghanvat,
11410042,14 Nov 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3624.,14 Dec 18,Telangana,,0,"70,540.40",Open,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,70540.4,10760.4,28769,Dipali Ghanvat,
11410041,15 Nov 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3623.,10 Nov 18,Telangana,,0,"1,45,739.44",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,145739.44,22231.44,28574,Dipali Ghanvat,
11410040,14 Nov 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3614.,14 Dec 18,Telangana,,0,"7,434.00",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,7434,1134,28924,Dipali Ghanvat,
11410039,13 Nov 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3534.,5 Nov 18,Telangana,,0,"67,230.50",Open,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,67230.5,10255.5,28578,Dipali Ghanvat,
11410038,13 Nov 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3575.,30 Nov 18,Telangana,,0,"8,546.28",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,8546.28,1820.28,28572,Dipali Ghanvat,
11410037,30 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3415.,27 Oct 18,Telangana,,0,"1,58,030.34",Closed,Yes,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,158030.34,24106.34,27917,Dipali Ghanvat,
11410036,30 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3415.,27 Oct 18,Telangana,,0,"1,58,030.34",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,158030.34,24106.34,27917,Dipali Ghanvat,
11410035,30 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3110.,23 Oct 18,Telangana,,0,"11,995.64",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,11995.64,1829.84,27780,Dipali Ghanvat,
11410034,24 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3246.,23 Oct 18,Telangana,,0,"1,01,326.84",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,101326.84,15456.64,28212,Dipali Ghanvat,
11410033,25 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3277.,27 Oct 18,Telangana,,0,"1,19,318.90",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,119318.90,18201.2,28136,Dipali Ghanvat,
11410032,16 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3253.,17 Oct 18,Telangana,,0,"5,76,395.20",Open,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,576395.20,87924.7,27708,Dipali Ghanvat,
11410031,16 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3007.,20 Oct 18,Telangana,,0,"1,99,030.12",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,199030.12,30360.52,27781,Dipali Ghanvat,
11410030,9 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2980.,10 Oct 18,Telangana,,0,"18,054.00",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,18054,2754,27949,Dipali Ghanvat,
11410029,6 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2823.,8 Oct 18,Telangana,,0,"59,826.00",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,59826,9126,27652,Dipali Ghanvat,
11410028,6 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2947.,8 Oct 18,Telangana,,0,"6,894.22",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,6894.22,1051.66,27631,Dipali Ghanvat,
11410027,6 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2797.,8 Oct 18,Telangana,,0,"1,19,725.64",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,119725.64,18263.24,27613,Dipali Ghanvat,
11410026,3 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2591.,21 Sep 18,Telangana,,0,"23,364.00",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,23364,3564,27013,Dipali Ghanvat,
11410025,3 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2438.,6 Sep 18,Telangana,,0,"27,258.00",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,27258,4158,26644,Dipali Ghanvat,
11410024,21 Sep 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2613.,25 Sep 18,Telangana,,0,"57,234.72",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,57234.72,8730.72,26823,Dipali Ghanvat,
11410023,21 Sep 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2639.,25 Sep 18,Telangana,,0,"49,877.64",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,49877.64,7608.44,26827,Dipali Ghanvat,
11410022,20 Sep 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2672.,27 Sep 18,Telangana,,0,"78,057.00",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,78057,11907,27170,Dipali Ghanvat,
11410021,20 Sep 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2664.,22 Sep 18,Telangana,,0,"3,38,102.10",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,338102.10,51574.9,27406,Dipali Ghanvat,
11410020,20 Sep 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2663.,22 Sep 18,Telangana,,0,"9,027.00",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,9027,1377,27404,Dipali Ghanvat,
11410019,20 Sep 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2662.,22 Sep 18,Telangana,,0,"67,702.50",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,67702.5,10327.5,27403,Dipali Ghanvat,
11410018,18 Sep 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2591.,21 Sep 18,Telangana,,0,"2,33,098.00",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,233098.00,35557.32,27013,Dipali Ghanvat,
11410017,17 Sep 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2600.,15 Sep 18,Telangana,,0,"6,85,134.51",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,685134.51,104512.04,26392,Dipali Ghanvat,
11410016,14 Sep 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2584.,15 Sep 18,Telangana,,0,"17,667.44",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,17667.44,2695.04,27224,Dipali Ghanvat,
11410015,14 Sep 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2586.,21 Sep 18,Telangana,,0,"25,707.36",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,25707.36,2754.36,26835,Dipali Ghanvat,
11410014,14 Sep 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2583.,15 Sep 18,Telangana,,0,"25,168.36",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,25168.36,3839.26,27182,Dipali Ghanvat,
11410013,12 Sep 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2438.,6 Sep 18,Telangana,,0,"2,36,571.12",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,236571.12,36087.12,26644,Dipali Ghanvat,
11410012,11 Sep 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2480.,12 Sep 18,Telangana,,0,"29,028.00",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,29028,4428,27118,Dipali Ghanvat,
11410011,7 Sep 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2303.,6 Sep 18,Telangana,,0,"31,074.12",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,31074.12,4740.12,26845,Dipali Ghanvat,
11410010,7 Sep 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2265.,30 Aug 18,Telangana,,0,"2,96,572.00",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,296572.00,45239.8,26728,Dipali Ghanvat,
11410009,6 Sep 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2415.,6 Sep 18,Telangana,,0,"34,939.80",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,34939.8,5329.8,26729,Dipali Ghanvat,
11410008,6 Sep 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2123.,5 Sep 18,Telangana,,0,"12,80,182.00",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,1280182.00,195282.00,26531,Dipali Ghanvat,
11410007,6 Sep 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2290.,6 Sep 18,Telangana,,0,"37,279.74",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,37279.74,5686.74,26624,Dipali Ghanvat,
11410006,5 Sep 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2378.,5 Sep 18,Telangana,,0,"37,618.40",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,37618.4,5738.4,26988,Dipali Ghanvat,
11410005,5 Sep 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2292.,6 Sep 18,Telangana,,0,"1,66,303.92",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,166303.92,25368.42,26586,Dipali Ghanvat,
11410004,3 Sep 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2281.,23 Aug 18,Telangana,,0,"26,348.22",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,26348.22,4019.22,26496,Dipali Ghanvat,
11410003,31 Aug 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2283.,23 Aug 18,Telangana,,0,"2,74,739.40",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,274739.40,41909.4,26378,Dipali Ghanvat,
11410002,22 Aug 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2103.,23 Aug 18,Telangana,,0,"2,64,557.66",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,264557.66,40356.26,26440,Dipali Ghanvat,
11410001,30 Aug 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2258.,4 Sep 18,Telangana,,0,"25,152.63",Closed,No,0,0,0,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,Digwal VillageKohir Mandal Sangareddy 502321 Telangana,0,25152.63,3836.84,26349,Dipali Ghanvat,
11210097,14 Dec 18,Piramal Enterprises Ltd.,Based On Sales Quotations 4319.,21 Dec 18,TamilNadu,,0,"34,205.88",Open,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,34205.88,7482.54,29810,Mrunal Malkar,
11210096,13 Dec 18,Flextronics Technologies India Pvt. Ltd.,Based On Sales Quotations 4313.,14 Dec 18,TamilNadu,,0,"6,796.80",Closed,No,0,0,0,RMZ Millennia Business Park Level 4 Campus 2 No:143 Dr. MGR Road Kandhanchavadi Chennai 600096 Tamil Nadu,RMZ Millennia Business Park Level 4 Campus 2 No:143 Dr. MGR Road Kandhanchavadi Chennai 600096 Tamil Nadu,0,6796.8,1036.8,29830,Kartik Pai,
11210095,7 Dec 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3972.,24 Dec 18,TamilNadu,,0,"15,861.56",Open,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,15861.56,2419.56,29410,Mrunal Malkar,
11210094,7 Dec 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3902.,14 Dec 18,TamilNadu,,0,"58,612.58",Open,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,58612.58,8940.9,29171,Mrunal Malkar,
11210093,27 Nov 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3885.,3 Dec 18,TamilNadu,,0,"38,627.30",Open,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,38627.3,5892.3,29280,Mrunal Malkar,
11210092,23 Nov 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3806.,27 Nov 18,TamilNadu,,0,"4,248.00",Closed,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,4248,648,29186,Mrunal Malkar,
11210091,21 Nov 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3758.,16 Nov 18,TamilNadu,,0,"3,842.08",Closed,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,3842.08,586.08,29108,Mrunal Malkar,
11210090,19 Nov 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3701.,22 Nov 18,TamilNadu,,0,"54,409.38",Closed,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,54409.38,7310.38,29020,Puja Pawar,
11210089,15 Nov 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3638.,15 Nov 18,TamilNadu,,0,775.40,Closed,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,775.4,50.4,28972,Puja Pawar,
11210088,15 Nov 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3633.,20 Nov 18,TamilNadu,,0,"11,125.20",Closed,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,11125.2,1225.2,28967,Puja Pawar,
11210087,15 Nov 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3625.,30 Nov 18,TamilNadu,,0,"76,900.00",Open,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,76900,0,28941,Puja Pawar,
11210086,15 Nov 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3479.,16 Nov 18,TamilNadu,,0,"1,31,954.37",Open,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,131954.37,19184.9,28682,Puja Pawar,
11210085,14 Nov 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3613.,16 Nov 18,TamilNadu,,0,"41,300.00",Closed,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,41300,6300,28888,Puja Pawar,
11210084,14 Nov 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3607.,19 Nov 18,TamilNadu,,0,"3,79,960.00",Closed,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,379960.00,57960,28887,Puja Pawar,
11210083,14 Nov 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3589.,16 Nov 18,TamilNadu,,0,"57,664.00",Closed,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,57664,12614,28892,Puja Pawar,
11210082,2 Nov 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3499.,9 Nov 18,TamilNadu,,0,"21,948.00",Closed,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,21948,3348,27810,Puja Pawar,
11210081,31 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3447.,5 Dec 18,TamilNadu,,0,"12,011.36",Closed,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,12011.36,1611.06,28613,Puja Pawar,
11210080,30 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3346.,5 Dec 18,TamilNadu,,0,"1,04,330.59",Open,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,104330.59,15914.82,27884,Puja Pawar,
11210079,30 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3421.,25 Nov 18,TamilNadu,,0,"2,19,061.73",Closed,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,219061.73,23872.52,28479,Puja Pawar,
11210078,26 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3367.,1 Nov 18,TamilNadu,,0,"2,23,344.73",Closed,Yes,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,223344.73,24658.2,28479,Puja Pawar,
11210077,26 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3325.,3 Nov 18,TamilNadu,,0,"1,832.52",Closed,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,1832.52,279.54,28409,Puja Pawar,
11210076,25 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3347.,1 Nov 18,TamilNadu,,0,"10,231.86",Closed,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,10231.86,1560.8,28414,Puja Pawar,
11210075,16 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3250.,23 Oct 18,TamilNadu,,0,"54,208.26",Closed,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,54208.26,7058.26,28039,Puja Pawar,
11210074,16 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2973.,23 Oct 18,TamilNadu,,0,"3,045.63",Closed,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,3045.63,464.58,27881,Puja Pawar,
11210073,16 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3254.,23 Oct 18,TamilNadu,,0,"1,256.48",Closed,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,1256.48,191.68,28218,Puja Pawar,
11210072,10 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3031.,12 Oct 18,TamilNadu,,0,"3,068.00",Closed,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,3068,468,28003,Puja Pawar,
11210071,10 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3026.,12 Oct 18,TamilNadu,,0,"6,903.00",Closed,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,6903,1053,27995,Puja Pawar,
11210070,10 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 3022.,17 Oct 18,TamilNadu,,0,"21,948.00",Open,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,21948,3348,27670,Puja Pawar,
11210069,3 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2887.,5 Oct 18,TamilNadu,,0,"7,504.80",Closed,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,7504.8,1144.8,27727,Puja Pawar,
11210068,1 Oct 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2874.,4 Oct 18,TamilNadu,,0,"45,640.46",Closed,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,45640.46,6962.12,27709,Puja Pawar,
11210067,25 Sep 18,Piramal Enterprises Ltd.,Based On Sales Quotations 2710.,26 Sep 18,TamilNadu,,0,"9,789.60",Open,No,0,0,0,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,Piramal Enterprises Limited Ennore Express Highway Ernavoor Ennore P.O. Chennai 600057 Tamil Nadu,0,9789.6,1493.36,27489,Puja Pawar,
