LookUp,inquiry number,quote number,order number,product sku,supplier,quantity,created at,margin percentage,unit selling price (INR),unit cost price,converted unit selling price (FC),measurement unit,HSN code,tax rate,tax amount,total
,26251,,10610332,BM9V2Y2,Industrial Bearing Corporation,6,27-Aug-18,15%,147,124.80,,,,18.00%,159,1040.76
,26251,,10610332,BM9W8V2,Industrial Bearing Corporation,5,27-Aug-18,15%,860,735.00,,,,18.00%,774,5074.00
,26585,,10210802,BM9K4G5,No Supplier Details,1,27-Aug-18,6%,531.91,500.00,,,,18.00%,96,627.65
,26585,,10210802,BM9W3M4,3D Product Development Pvt. Ltd.,1,27-Aug-18,1%,"9,468.00",9400.00,,,,18.00%,"1,704",11172.24
,26585,,10210802,BM9Y5J5,3D Product Development Pvt. Ltd.,3,27-Aug-18,6%,"1,915.00",1800.00,,,,18.00%,"1,034",6779.10
,26600,,10210801,BM9V6K8,Com Core Connexions Pvt. Ltd.,10,27-Aug-18,7%,107.53,100.00,,,,18.00%,194,1268.85
,26600,,10210801,BM9Y1Q6,Com Core Connexions Pvt. Ltd.,5,27-Aug-18,7%,268.82,250.00,,,,18.00%,242,1586.04
,26640,,10610330,BM9P9B5,Flowtech Measuring Instruments Pvt. Ltd.,1,27-Aug-18,61%,"37,000.00",14541.00,,,,18.00%,"6,660",43660.00
,26667,,10210805,BM9N3B1,Al Technologies,215,27-Aug-18,8%,"2,500.00",2300.00,,,,18.00%,"96,750",634250.00
,26667,,10210805,BM9P9C8,Al Technologies,2,27-Aug-18,8%,"201,847.83",185700.00,,,,18.00%,"72,665",476360.88
,26667,,10210805,BM9W2K5,Al Technologies,415,27-Aug-18,8%,"2,554.35",2350.00,,,,18.00%,"190,810",1250865.20
,25733,,10210817,BM9J8H1,Accent Industries Ltd.,400,28-Aug-18,10%,29,26.00,,,,5.00%,580,12180.00
,25733,,10210817,BM9V2F2,Accent Industries Ltd.,600,28-Aug-18,10%,29,26.00,,,,5.00%,870,18270.00
,25733,,10210817,BM9Y4U8,ABM Corp.,350,28-Aug-18,11%,114,101.50,,,,5.00%,"1,995",41895.00
,25824,,10210815,BM0W7T1,Bosch Ltd.,5,28-Aug-18,10%,"4,726.00",4236.00,,,,18.00%,"4,253",27883.40
,25824,,10210815,BM9S9G3,Deepak Electric Corporation,500,28-Aug-18,99%,55.78,0.70,,,,18.00%,"5,020",32910.20
,25824,,10210815,BM9T2Q5,Deepak Electric Corporation,10,28-Aug-18,52%,111.56,54.00,,,,18.00%,201,1316.41
,25824,,10210815,BM9U4M3,Deepak Electric Corporation,500,28-Aug-18,99%,61.36,0.83,,,,18.00%,"5,522",36202.40
,25824,,10210815,BM9U8D8,Deepak Electric Corporation,10,28-Aug-18,48%,223.11,115.00,,,,18.00%,402,2632.70
,25824,,10210815,BM9V4D4,Deepak Electric Corporation,500,28-Aug-18,99%,72.51,0.90,,,,18.00%,"6,526",42780.90
,25824,,10210815,BM9W2Y3,Deepak Electric Corporation,10,28-Aug-18,50%,150.6,76.00,,,,18.00%,271,1777.08
,25824,,10210815,BM9Y8D6,Deepak Electric Corporation,10,28-Aug-18,50%,189.65,95.00,,,,18.00%,341,2237.87
,26155,,10210818,BM9K7M2,Sushma Industries Pvt. Ltd.,1,28-Aug-18,8%,"36,039.00",33174.00,,,,18.00%,"6,487",42526.02
,26155,,10210818,BM9Z7J9,Sushma Industries Pvt. Ltd.,1,28-Aug-18,8%,"30,276.00",27806.00,,,,18.00%,"5,450",35725.68
,26226,,10210810,BM00008,Bulk MRO Service Team,1,28-Aug-18,0%,"2,000.00",2000.00,,,,18.00%,360,2360.00
,26226,,10210810,BM9P9A1,Godrej and Boyce Mfg Co. Ltd.,1,28-Aug-18,20%,"127,000.00",101695.00,,,,18.00%,"22,860",149860.00
,26245,,10210808,BM9S1G1,Element14 India Pvt. Ltd.,1,28-Aug-18,13%,"22,444.00",19500.00,,,,18.00%,"4,040",26483.92
,26245,,10210808,BM9S5V9,Element14 India Pvt. Ltd.,1,28-Aug-18,14%,"16,333.00",14000.00,,,,18.00%,"2,940",19272.94
,26245,,10210808,BMC5J4N,Element14 India Pvt. Ltd.,1,28-Aug-18,13%,"48,000.00",42000.00,,,,18.00%,"8,640",56640.00
,26293,,10210814,BM9R5B7,Mohammad Hashim Shaikh,1,28-Aug-18,5%,"1,053.00",1000.00,,,,18.00%,190,1242.54
,26293,,10210814,BM9S2G5,Mohammad Hashim Shaikh,1,28-Aug-18,5%,"1,053.00",1000.00,,,,18.00%,190,1242.54
,26293,,10210814,BM9T5S8,Mohammad Hashim Shaikh,1,28-Aug-18,5%,"1,053.00",1000.00,,,,18.00%,190,1242.54
,26293,,10210814,BM9U2V7,Mohammad Hashim Shaikh,1,28-Aug-18,5%,"1,579.00",1500.00,,,,18.00%,284,1863.22
,26293,,10210814,BM9W1G9,Mohammad Hashim Shaikh,1,28-Aug-18,5%,"1,053.00",1000.00,,,,18.00%,190,1242.54
,26293,,10210814,BM9X9U2,Mohammad Hashim Shaikh,1,28-Aug-18,5%,"1,053.00",1000.00,,,,18.00%,190,1242.54
,26293,,10210814,BM9Y4H1,Mohammad Hashim Shaikh,1,28-Aug-18,5%,"1,053.00",1000.00,,,,18.00%,190,1242.54
,26293,,10210814,BM9Y4W4,Mohammad Hashim Shaikh,1,28-Aug-18,5%,"1,053.00",1000.00,,,,18.00%,190,1242.54
,26405,,10210807,BM9Q2G4,Sagar Office Automation,30,28-Aug-18,25%,100.38,75.00,,,,18.00%,542,3553.45
,26405,,10210807,BM9T2Y8,Kamdar Enterprise,5,28-Aug-18,32%,"1,663.00",1130.00,,,,18.00%,"1,497",9811.70
,26405,,10210807,BM9W7T3,Kamdar Enterprise,10,28-Aug-18,42%,548.86,318.00,,,,18.00%,988,6476.55
,26442,,10610346,BM9P8P8,Revathi Electronics and Controls,1,28-Aug-18,3%,"19,666.00",19094.00,,,,18.00%,"3,540",23205.88
,26511,,10210812,BM9M9M2,Sf Marine Offshore and Industrial Supply Co.,20,28-Aug-18,16%,175,147.00,,,,18.00%,630,4130.00
,26530,,10210813,BM9P9D9,New India Tools Corporation,1,28-Aug-18,10%,"14,200.00",12750.00,,,,18.00%,"2,556",16756.00
,26572,,10210809,BM9E5S5,Lakshmi Electro Controls and Automation,1,28-Aug-18,20%,"1,314.00",1050.00,,,,18.00%,237,1550.52
,26574,,11210059,BM9P8Z3,Marine Marketing Services,1,28-Aug-18,15%,"56,289.00",47786.00,,,,18.00%,"10,132",66421.02
,26606,,10610333,BM9P8Z4,Bansal Trading Company,7,28-Aug-18,26%,"1,100.00",810.00,,,,18.00%,"1,386",9086.00
,26637,,10210816,BM9P9E4,Tradelinks Marketing Services,10,28-Aug-18,13%,140,122.40,,,,18.00%,252,1652.00
,26643,,10910090,BM9P5T4,Rife Technologies,10,28-Aug-18,18%,"8,500.00",6990.00,,,,18.00%,"15,300",100300.00
,26682,,10210819,BM00008,Bulk MRO Service Team,1,28-Aug-18,0%,"3,500.00",3500.00,,,,18.00%,630,4130.00
,26682,,10210819,BM9C5M1,Rangoli Plastics Pvt. Ltd.,200,28-Aug-18,15%,35.09,30.00,,,,18.00%,"1,263",8281.24
,26684,,10210821,BM00008,Bulk MRO Service Team,1,28-Aug-18,-11%,"4,500.00",5000.00,,,,18.00%,810,5310.00
,26684,,10210821,BM9S1G7,Utkarsh Brush Works,5000,28-Aug-18,16%,5.26,4.50,,,,18.00%,"4,824",31034.00
,26684,,10210821,BM9S1G7,Utkarsh Brush Works,5000,28-Aug-18,14%,5.26,4.50,,,,18.00%,"4,734",31034.00
,26685,,10210820,BM00008,Bulk MRO Service Team,1,28-Aug-18,0%,"3,000.00",3000.00,,,,18.00%,540,3540.00
,26685,,10210820,BM9Z4A7,Utkarsh Brush Works,1000,28-Aug-18,23%,79.53,61.00,,,,18.00%,"14,315",93845.40
,26693,,10210811,BM9S5N1,Green Office Automation India,40,28-Aug-18,-5%,40,42.00,,,,18.00%,288,1888.00
,26693,,10210811,BM9W9E4,Green Office Automation India,170,28-Aug-18,12%,32.5,28.50,,,,18.00%,995,6519.50
,26693,,10210811,BM9Z1S3,Green Office Automation India,30,28-Aug-18,12%,229,201.00,,,,12.00%,824,7694.40
,21124,,10210830,BM9R5S2,Smith Engineering Co.,2,29-Aug-18,14%,470.11,406.64,,,,18.00%,169,1109.46
,21124,,10210830,BM9R7Y5,Smith Engineering Co.,2,29-Aug-18,14%,602.19,520.88,,,,18.00%,217,1421.17
,21124,,10210830,BM9S2L4,Smith Engineering Co.,2,29-Aug-18,14%,454.39,393.04,,,,18.00%,164,1072.36
,21124,,10210830,BM9V6X2,Smith Engineering Co.,2,29-Aug-18,14%,706.74,611.32,,,,18.00%,254,1667.91
,21124,,10210830,BM9X4A5,Smith Engineering Co.,2,29-Aug-18,14%,547.16,473.28,,,,18.00%,197,1291.30
,21124,,10210830,BM9X5C4,Smith Engineering Co.,2,29-Aug-18,14%,658,569.16,,,,18.00%,237,1552.88
,21124,,10210830,BM9Z5U6,Smith Engineering Co.,2,29-Aug-18,14%,513.35,444.04,,,,18.00%,185,1211.51
,21124,,10210830,BM9Z7A8,Smith Engineering Co.,2,29-Aug-18,14%,617.12,533.80,,,,18.00%,222,1456.40
,25169,,10610335,BM9P9H3,Industrial Bearing Corporation,2,29-Aug-18,33%,423,285.35,,,,18.00%,152,998.28
,25169,,10610335,BM9Q5J9,Industrial Bearing Corporation,2,29-Aug-18,15%,"1,397.00",1186.90,,,,18.00%,503,3296.92
,25169,,10610335,BM9Q7H2,Industrial Bearing Corporation,2,29-Aug-18,11%,"4,330.00",3875.30,,,,18.00%,"1,559",10218.80
,25169,,10610335,BM9S1H4,Industrial Bearing Corporation,4,29-Aug-18,11%,"4,087.00",3657.55,,,,18.00%,"2,943",19290.64
,25169,,10610335,BM9W5H8,Industrial Bearing Corporation,4,29-Aug-18,31%,320,220.35,,,,18.00%,230,1510.40
,25169,,10610335,BM9X7P5,Industrial Bearing Corporation,4,29-Aug-18,15%,"1,215.00",1032.20,,,,18.00%,875,5734.80
,25674,,10210827,BM9P7D8,Seimitsu Factory Automation Pvt. Ltd.,3,29-Aug-18,54%,"4,500.00",2080.00,,,,18.00%,"2,430",15930.00
,26281,,10210823,BM9P5D7,Tej Engineering,1,29-Aug-18,20%,"1,400.00",1125.00,,,,18.00%,252,1652.00
,26281,,10210823,BM9P6C7,Tej Engineering,1,29-Aug-18,20%,"1,400.00",1125.00,,,,18.00%,252,1652.00
,26332,,10910092,BM9P8K1,Innovative Tele Systems,1,29-Aug-18,38%,"40,000.00",25000.00,,,,18.00%,"7,200",47200.00
,26380,,10610334,BM9P8M5,Micro Electronics,3,29-Aug-18,64%,"1,500.00",539.06,,,,28.00%,"1,260",5760.00
,26508,,10210824,BM9Q3Q4,Consistency Sensors,1,29-Aug-18,8%,"5,716.00",5250.00,,,,18.00%,"1,029",6744.88
,26508,,10210824,BM9T7B5,Consistency Sensors,1,29-Aug-18,7%,"11,189.00",10450.00,,,,18.00%,"2,014",13203.02
,26508,,10210824,BM9T8R6,Consistency Sensors,1,29-Aug-18,6%,"13,479.00",12625.00,,,,18.00%,"2,426",15905.22
,26508,,10210824,BM9U7X9,Consistency Sensors,1,29-Aug-18,6%,"12,800.00",11980.00,,,,18.00%,"2,304",15104.00
,26508,,10210824,BM9Z9D3,Consistency Sensors,1,29-Aug-18,6%,"17,326.00",16280.00,,,,18.00%,"3,119",20444.68
,26621,,10610336,BM9P8Z5,Biofics Pvt. Ltd.,1,29-Aug-18,6%,"250,052.00",236220.00,,,,12.00%,"30,006",280058.24
,26661,,10610337,BM9P9C2,Titan Minetech,2,29-Aug-18,30%,"2,802.00",1970.00,,,,18.00%,"1,009",6612.72
,26696,,10210828,BM3F8T2,New India Tools Corporation,2,29-Aug-18,10%,"29,000.00",26000.00,,,,0.00%,-,58000.00
,26711,,10210822,BM9X1P9,Max Spare Limited,6,29-Aug-18,22%,65,51.00,,,,18.00%,70,460.20
,26731,,10610338,BM9J1N1,Kohinoor Paints Mart,25,29-Aug-18,23%,221,169.49,,,,18.00%,995,6519.50
,26734,,10210826,BM00008,Bulk MRO Service Team,1,29-Aug-18,-15%,"20,000.00",23000.00,,,,18.00%,"3,600",23600.00
,26734,,10210826,BM9P7M9,Rajdeep Plastic Containers India Pvt Ltd,100,29-Aug-18,14%,284.21,243.00,,,,18.00%,"5,116",33536.78
,26734,,10210826,BM9P7M9,Rajdeep Plastic Containers India Pvt Ltd,60,29-Aug-18,27%,284.21,243.00,,,,18.00%,"3,609",20122.07
,26734,,10210826,BM9P7M9,Rajdeep Plastic Containers India Pvt Ltd,100,29-Aug-18,14%,284.21,243.00,,,,18.00%,"5,116",33536.78
,26734,,10210826,BM9P7M9,Rajdeep Plastic Containers India Pvt Ltd,140,29-Aug-18,14%,284.21,243.00,,,,18.00%,"7,162",46951.49
,26738,,10210825,BM9R2E3,Al Technologies,18,29-Aug-18,8%,"13,532.61",12450.00,,,,18.00%,"43,846",287432.64
,26738,,10210825,BM9R3G1,Al Technologies,20,29-Aug-18,8%,"1,875.00",1725.00,,,,18.00%,"6,750",44250.00
,26738,,10210825,BM9S3R4,Al Technologies,15,29-Aug-18,8%,"1,304.35",1200.00,,,,18.00%,"3,522",23087.00
,26738,,10210825,BM9S5V8,Al Technologies,50,29-Aug-18,8%,"1,413.04",1300.00,,,,18.00%,"12,717",83369.36
,26738,,10210825,BM9T6V7,Al Technologies,50,29-Aug-18,8%,"1,413.04",1300.00,,,,18.00%,"12,717",83369.36
,26738,,10210825,BM9U4R8,Al Technologies,50,29-Aug-18,8%,"1,413.04",1300.00,,,,18.00%,"12,717",83369.36
,26738,,10210825,BM9W1T9,Al Technologies,1,29-Aug-18,8%,"5,434.78",5000.00,,,,18.00%,978,6413.04
,26738,,10210825,BM9W2F2,Al Technologies,87,29-Aug-18,8%,"1,875.00",1725.00,,,,18.00%,"29,363",192487.50
,26738,,10210825,BM9W2Z9,Al Technologies,120,29-Aug-18,8%,"1,875.00",1725.00,,,,18.00%,"40,500",265500.00
,26738,,10210825,BM9W4V1,Al Technologies,120,29-Aug-18,8%,"1,875.00",1725.00,,,,18.00%,"40,500",265500.00
,26738,,10210825,BM9W6F6,Al Technologies,1,29-Aug-18,8%,"7,010.87",6450.00,,,,18.00%,"1,262",8272.83
,26738,,10210825,BM9W9U3,Al Technologies,97,29-Aug-18,8%,"2,119.57",1950.00,,,,18.00%,"37,008",242605.98
,26738,,10210825,BM9X3T4,Al Technologies,3,29-Aug-18,8%,"7,010.87",6450.00,,,,18.00%,"3,786",24818.48
,26738,,10210825,BM9X3U7,Al Technologies,3,29-Aug-18,8%,"19,728.26",18150.00,,,,18.00%,"10,653",69838.04
,26738,,10210825,BM9Y1J6,Al Technologies,41,29-Aug-18,8%,"1,413.04",1300.00,,,,18.00%,"10,428",68362.88
,26738,,10210825,BM9Y1M9,Al Technologies,93,29-Aug-18,8%,"2,119.57",1950.00,,,,18.00%,"35,482",232601.61
,26738,,10210825,BM9Y2R1,Al Technologies,34,29-Aug-18,8%,"1,413.04",1300.00,,,,18.00%,"8,648",56691.16
,26738,,10210825,BM9Y7D1,Al Technologies,3,29-Aug-18,8%,"8,913.04",8200.00,,,,18.00%,"4,813",31552.16
,26738,,10210825,BM9Z4U5,Al Technologies,3,29-Aug-18,8%,"20,217.39",18600.00,,,,18.00%,"10,917",71569.56
,26748,,10210829,BM9L9D4,No Supplier Details,10,29-Aug-18,74%,100,26.00,,,,5.00%,50,1050.00
,20494,,10210836,BM9P8U7,Indian Institute of Technology Bombay,1,30-Aug-18,7%,"20,200.00",18750.00,,,,18.00%,"3,636",23836.00
,20612,,10210839,BM9P8U7,Indian Institute of Technology Bombay,1,30-Aug-18,6%,"81,290.00",76272.00,,,,18.00%,"14,632",95922.20
,25477,,10910091,BM9S4W2,Real Value Safety Consultants,39,30-Aug-18,6%,"7,000.00",6550.00,,,,18.00%,"49,140",322140.00
,25477,,10910091,BM9V9W8,Real Value Safety Consultants,4,30-Aug-18,8%,"21,000.00",19300.00,,,,18.00%,"15,120",99120.00
,25999,,10610339,BM9U5Q1,S.R. Enterprises,12,30-Aug-18,7%,"1,906.50",1766.00,,,,18.00%,"4,118",26996.04
,25999,,10610339,BM9X1P3,S.R. Enterprises,12,30-Aug-18,7%,"1,390.50",1288.00,,,,18.00%,"3,003",19689.48
,26093,,10610341,BM9U5J7,High Tech Shoes (P) Ltd.,1,30-Aug-18,13%,"1,200.00",1050.00,,,,18.00%,216,1416.00
,26093,,10610341,BM9V4Z2,High Tech Shoes (P) Ltd.,1,30-Aug-18,13%,"1,200.00",1050.00,,,,18.00%,216,1416.00
,26121,,10210831,BM9M9Q3,Popatlal and Co,20,30-Aug-18,9%,482,440.00,,,,18.00%,"1,735",11375.20
,26207,,10210838,BM9P9K4,Creative Engineers,2,30-Aug-18,16%,"2,500.00",2100.00,,,,18.00%,900,5900.00
,26349,,11410001,BM00008,Altop Industries Ltd.,1,30-Aug-18,0%,600,600.00,,,,18.00%,108,708.00
,26349,,11410001,BM9P8J7,Altop Industries Ltd.,1,30-Aug-18,6%,"20,716.00",19475.00,,,,18.00%,"3,729",24444.88
,26554,,10610340,BM9P8V7,Sudha Impex,1,30-Aug-18,35%,"2,000.00",1300.00,,,,18.00%,360,2360.00
,26562,,10210837,BM9T4X1,DewDry Industries,1,30-Aug-18,6%,"672,382.00",635383.00,,,,18.00%,"121,029",793410.76
,26562,,10210837,BM9W1Z9,DewDry Industries,1,30-Aug-18,6%,"672,382.00",635383.00,,,,18.00%,"121,029",793410.76
,26604,,10210835,BM9T8T2,Satyam Enterprises,1,30-Aug-18,12%,"11,172.00",9855.00,,,,18.00%,"2,011",13182.96
,26604,,10210835,BM9X8A3,Satyam Enterprises,1,30-Aug-18,12%,"9,056.00",7950.00,,,,18.00%,"1,630",10686.08
,26724,,10210832,BM9A9A3,No Supplier Details,1,30-Aug-18,18%,936.37,770.00,,,,18.00%,169,1104.92
,26739,,10610343,BM9U1V2,Jaguar Surface Coating Equipments,4,30-Aug-18,7%,"1,525.00",1425.00,,,,18.00%,"1,098",7198.00
,26739,,10610343,BM9W3P3,Jaguar Surface Coating Equipments,2,30-Aug-18,7%,90.95,85.00,,,,18.00%,33,214.64
,26739,,10610343,BM9Y3L5,Jaguar Surface Coating Equipments,2,30-Aug-18,7%,"5,885.00",5500.00,,,,18.00%,"2,119",13888.60
,26751,,10210841,BM9P9K1,Samsung India Electronics Pvt. Ltd.,1,30-Aug-18,6%,"22,339.00",21076.27,,,,18.00%,"4,021",26360.02
,26751,,10210842,BM9P9K1,Samsung India Electronics Pvt. Ltd.,1,30-Aug-18,6%,"22,339.00",21076.27,,,,18.00%,"4,021",26360.02
,26752,,10210840,BM9P9K1,Samsung India Electronics Pvt. Ltd.,1,30-Aug-18,6%,"22,339.00",21076.27,,,,18.00%,"4,021",26360.02
,26753,,10210843,BM9P9K1,Samsung India Electronics Pvt. Ltd.,1,30-Aug-18,6%,"22,339.00",21076.27,,,,18.00%,"4,021",26360.02
,26753,,10210843,BM9P9K3,Samsung India Electronics Pvt. Ltd.,1,30-Aug-18,6%,"4,991.52",4711.86,,,,18.00%,898,5889.99
,26770,,10210833,BM9N4D9,AIC Inter-Connect LLP,100,30-Aug-18,52%,426,205.00,,,,18.00%,"7,668",50268.00
,26778,,10210834,BM9R8J5,Al Technologies,200,30-Aug-18,8%,"1,722.83",1585.00,,,,18.00%,"62,022",406587.88
,26778,,10210834,BM9S4P5,Al Technologies,440,30-Aug-18,8%,"1,141.30",1050.00,,,,18.00%,"90,391",592562.96
,26778,,10210834,BM9U3G5,Al Technologies,90,30-Aug-18,8%,"1,467.39",1350.00,,,,18.00%,"23,772",155836.82
,26778,,10210834,BM9U5S9,Al Technologies,195,30-Aug-18,8%,907.61,835.00,,,,18.00%,"31,857",208841.06
,26778,,10210834,BM9U6E6,Al Technologies,150,30-Aug-18,8%,"1,211.96",1115.00,,,,18.00%,"32,723",214516.92
,26778,,10210834,BM9V2G8,Al Technologies,45,30-Aug-18,8%,983.7,905.00,,,,18.00%,"7,968",52234.47
,26778,,10210834,BM9W3Y7,Al Technologies,120,30-Aug-18,8%,"1,820.65",1675.00,,,,18.00%,"39,326",257804.04
,26778,,10210834,BM9W4A6,Al Technologies,95,30-Aug-18,8%,510.87,470.00,,,,18.00%,"8,736",57268.53
,26778,,10210834,BM9W7N5,Al Technologies,120,30-Aug-18,8%,940.22,865.00,,,,18.00%,"20,309",133135.15
,26778,,10210834,BM9Z1A9,Al Technologies,90,30-Aug-18,8%,940.22,865.00,,,,18.00%,"15,232",99851.36
,26802,,10610342,BM3X4Y9,No Supplier Details,100,30-Aug-18,5%,8.46,8.00,,,,5.00%,42,888.30
,26802,,10610342,BM9E9F8,Avin Enterprise,50,30-Aug-18,15%,235,199.00,,,,18.00%,"2,115",13865.00
,20973,,10210846,BM9P4U7,Advanced Manufacturing Techniques Inc.,5,31-Aug-18,28%,"199,319.00",143053.20,,,,18.00%,"179,387",1175982.10
,26086,,10210848,BM9D7B8,Sanul.CoLtd,1,31-Aug-18,66%,"50,609.00",17083.40,,,,18.00%,"9,110",59718.62
,26341,,10210847,BM9P8U7,Indian Institute of Technology Bombay,4,31-Aug-18,6%,"2,553.00",2400.00,,,,18.00%,"1,838",12050.16
,26378,,11410003,BM9K9E3,Bulk MRO Industrial Supply Pvt. Ltd.,450,31-Aug-18,-3%,205,212.00,,,,18.00%,"16,605",108855.00
,26378,,11410003,BM9K9E4,Bulk MRO Industrial Supply Pvt. Ltd.,600,31-Aug-18,-9%,131.4,143.00,,,,18.00%,"14,191",93031.20
,26378,,11410003,BM9K9E5,Bulk MRO Industrial Supply Pvt. Ltd.,260,31-Aug-18,8%,52.2,48.00,,,,18.00%,"2,443",16014.96
,26378,,11410003,BM9K9E6,Bulk MRO Industrial Supply Pvt. Ltd.,100,31-Aug-18,12%,34.2,30.00,,,,18.00%,616,4035.60
,26378,,11410003,BM9K9F9,Bulk MRO Industrial Supply Pvt. Ltd.,150,31-Aug-18,-2%,67.5,69.00,,,,18.00%,"1,823",11947.50
,26378,,11410003,BM9L1W5,Bulk MRO Industrial Supply Pvt. Ltd.,130,31-Aug-18,12%,17.1,15.00,,,,18.00%,400,2623.14
,26378,,11410003,BM9P8L7,Bulk MRO Industrial Supply Pvt. Ltd.,300,31-Aug-18,5%,82.8,79.00,,,,18.00%,"4,471",29311.20
,26378,,11410003,BM9T2E9,Bulk MRO Industrial Supply Pvt. Ltd.,10,31-Aug-18,7%,216,200.00,,,,18.00%,389,2548.80
,26378,,11410003,BM9Y3F9,Bulk MRO Industrial Supply Pvt. Ltd.,80,31-Aug-18,-2%,67.5,69.00,,,,18.00%,972,6372.00
,26777,,10210845,BM9P9J7,Kalpana Minerals Pvt. Ltd.,10,31-Aug-18,17%,120,100.00,,,,5.00%,60,1260.00
,26796,,10610347,BM9U6B9,Rushabh Fastech LLP,100,31-Aug-18,5%,11.25,10.71,,,,18.00%,203,1327.50
,26796,,10610347,BM9U6L3,Rushabh Fastech LLP,50,31-Aug-18,5%,22.39,21.33,,,,18.00%,202,1321.01
,26848,,10610344,BM9Q2X3,Yashika Enterprise,300,31-Aug-18,5%,32,30.40,,,,12.00%,"1,152",10752.00
,26848,,10610344,BM9T1P1,Yashika Enterprise,300,31-Aug-18,5%,395,375.25,,,,12.00%,"14,220",132720.00
,26848,,10610344,BM9T4K5,Yashika Enterprise,10,31-Aug-18,5%,144,136.80,,,,12.00%,173,1612.80
,26848,,10610344,BM9U8T4,Yashika Enterprise,50,31-Aug-18,5%,585,555.75,,,,12.00%,"3,510",32760.00
,26848,,10610344,BM9V7E7,Yashika Enterprise,300,31-Aug-18,5%,129,122.55,,,,12.00%,"4,644",43344.00
,26848,,10610344,BM9W9F5,Yashika Enterprise,200,31-Aug-18,5%,280,266.00,,,,12.00%,"6,720",62720.00
,26848,,10610344,BM9Y9D8,Yashika Enterprise,5,31-Aug-18,5%,"2,800.00",2660.00,,,,12.00%,"1,680",15680.00
,26852,,10210844,BM3X4Z4,Bulk MRO Industrial Supply Pvt. Ltd.,240,31-Aug-18,32%,219,150.00,,,,12.00%,"6,307",58867.20
,28637,,10211207,BM9G9N3,Al Technologies,2,31-Aug-18,8%,"144,021.74",132500.00,,,,18.00%,"51,848",339891.31
,28637,,10211207,BM9G9N4,Al Technologies,6,31-Aug-18,8%,"12,717.39",11700.00,,,,18.00%,"13,735",90039.12
,28637,,10211207,BM9A3B2,Al Technologies,7,31-Aug-18,8%,"21,304.35",19600.00,,,,18.00%,"26,843",175973.93
,28637,,10211207,BM9A3B7,Al Technologies,12,31-Aug-18,8%,"12,744.57",11725.00,,,,18.00%,"27,528",180463.11
,28637,,10211207,BM9A3B5,Al Technologies,10,31-Aug-18,8%,"7,858.70",7230.00,,,,18.00%,"14,146",92732.66
,28637,,10211207,BM9A3A4,Al Technologies,4,31-Aug-18,8%,"22,880.43",21050.00,,,,18.00%,"16,474",107995.63
,28637,,10211207,BM9G9M9,Al Technologies,5,31-Aug-18,8%,"17,048.91",15685.00,,,,18.00%,"15,344",100588.57
,28637,,10211207,BM9A3B3,Al Technologies,8,31-Aug-18,8%,"6,831.52",6285.00,,,,18.00%,"9,837",64489.55
,28716,,10211258,BM9F1O3,Al Technologies,12,31-Aug-18,32%,"3,506.96",2380.00,,,,18.00%,"7,575",49658.55
,28716,,10211258,BM9U5L6,Al Technologies,125,31-Aug-18,49%,860.83,435.00,,,,18.00%,"19,369",126972.43
,28716,,10211258,BM9X9C9,Al Technologies,200,31-Aug-18,35%,"1,060.00",690.00,,,,18.00%,"38,160",250160.00
,28716,,10211258,BM9U6E6,Al Technologies,150,31-Aug-18,39%,"1,066.52",650.00,,,,18.00%,"28,796",188774.04
,28716,,10211258,BM9D2W6,Al Technologies,70,31-Aug-18,48%,"3,142.17",1635.00,,,,12.00%,"26,394",246346.13
,28716,,10211258,BM9D2W2,Al Technologies,40,31-Aug-18,46%,"3,988.26",2165.00,,,,18.00%,"28,715",188245.87
,28716,,10211258,BM9B8Y1,Al Technologies,50,31-Aug-18,46%,"3,988.26",2165.00,,,,18.00%,"35,894",235307.34
,28716,,10211258,BM9B8Y2,Al Technologies,50,31-Aug-18,46%,"3,988.26",2165.00,,,,18.00%,"35,894",235307.34
,28933,,10211295,BM9T5N6,OUTOKUMPU STAINLESS AB (DEGERFORS),35668,31-Aug-18,6%,395.99,372.30,,,,18.00%,"2,542,351",16666522.16
,28933,,10211295,BM9E4Z0,OUTOKUMPU STAINLESS AB (DEGERFORS),14838,31-Aug-18,6%,395.99,372.30,,,,18.00%,"1,057,626",6933325.55
,29423,,10211417,BM9O5H9,Al Technologies,100,31-Aug-18,20%,"7,037.50",5630.00,,,,18.00%,"126,675",830425.00
,29423,,10211417,BM9E5F9,Al Technologies,125,31-Aug-18,20%,"1,162.50",930.00,,,,18.00%,"26,156",171468.75
,29423,,10211417,BM9U5S8,Al Technologies,273,31-Aug-18,20%,"1,162.50",930.00,,,,18.00%,"57,125",374487.75
,29423,,10211417,BM9X9N3,Al Technologies,185,31-Aug-18,20%,"1,206.25",965.00,,,,18.00%,"40,168",263324.38
,29423,,10211417,BM9A3D9,Al Technologies,20,31-Aug-18,20%,"21,093.75",16875.00,,,,18.00%,"75,938",497812.50
,29423,,10211417,BM9O4A5,Al Technologies,250,31-Aug-18,20%,828.75,663.00,,,,18.00%,"37,294",244481.25
,29423,,10211417,BM9X0G2,Al Technologies,80,31-Aug-18,20%,"4,462.50",3570.00,,,,18.00%,"64,260",421260.00
,29423,,10211417,BM9O6W8,Al Technologies,65,31-Aug-18,20%,318.75,255.00,,,,18.00%,"3,729",24448.13
