Order Number,Sales Order Row ID,SKU,Old Margin,New Margin,Unit Cost Price with Freight,Unit Selling Price
200770,44536,BM0O4J8,-1.0,2.36,13.67,14.0
200770,44538,BM0O4K0,-17.0,-14.58,27.5,24.0
200770,44540,BM0O4F0,-291.0,-300.0,2.2,0.55
200770,44541,BM0O4F1,61.0,67.35,0.8,2.45
200770,44543,BM0O4I5,-1.0,2.7,4.33,4.45
200770,44545,BM0O4F7,-16.0,-13.21,9.0,7.95
200770,44549,BM0O4F3,-1.0,2.5,7.8,8.0
200764,44574,BM0L6W9,29.0,36.57,1.37,2.16
200814,44616,BM0K8U4,14.0,20.67,8.25,10.4
200814,44618,BM0Z0R0,26.0,33.33,1.4,2.1
200814,44619,BM0Z0R1,22.0,29.41,1.2,1.7
200814,44623,BM1B2N9,3.0,10.0,1.8,2.0
200814,44625,BM0LOD8,12.0,18.75,0.65,0.8
200834,44644,BM0O4K2,-1.0,5.88,4.0,4.25
200769,44649,BM0O4V2,-14.0,-14.29,32.0,28.0
200846,44651,BM0K8Q0,7.0,6.63,29.0,31.06
200846,44652,BM0K9A7,-18.0,-17.99,97.22,82.4
200846,44653,BM0K9C1,26.0,26.4,36.0,48.91
200846,44654,BM0K9V5,37.0,36.96,31.5,49.97
200849,44665,BM9C8S6,44.0,44.09,45.0,80.48
200854,44681,BM9C5N1,26.0,25.73,40.0,53.86
200854,44682,BM9C5N4,24.0,23.88,30.0,39.41
200895,44742,BM9C9Q1,1.0,7.8,6.5,7.05
200895,44743,BM9C9Q2,61.0,68.05,1.0,3.13
200923,44794,BM9C9M7,22.0,22.05,178.0,228.35
200952,44814,BM9A9T4,3.0,9.87,2.1,2.33
200952,44820,BM9A9V3,57.0,63.52,0.85,2.33
201021,44825,BM9C7Y1,-6.0,1.32,3.75,3.8
201022,44826,BM9C7Y1,-6.0,1.32,3.75,3.8
201024,44827,BM9C7Y1,-6.0,1.32,3.75,3.8
201026,44828,BM9C7Y1,-6.0,1.32,3.75,3.8
201029,44829,BM9C7Y1,-6.0,1.32,3.75,3.8
201014,44861,BM0O4F2,-32.0,-25.79,6.0,4.77
2000370,44877,BM0A6A3,16.0,15.93,500.0,594.71
2000370,44879,BM0C7A0,-1.0,-1.18,460.0,454.63
2000370,44883,BM0C7C9,-3.0,-3.18,200.0,193.83
2000370,44885,BM0C7E4,-34.0,-33.97,975.0,727.75
2000370,44890,BM0C7G2,-19.0,-19.1,383.0,321.59
2000370,44897,BM0C7O7,0.0,0.02,917.0,917.18
2000370,44900,BM0C7Q4,-4.0,-4.11,266.0,255.51
2000370,44902,BM0C7T2,-14.0,-14.01,448.0,392.95
2000370,44910,BM0C8T8,-32.0,-32.16,425.0,321.59
201032,44981,BM0O4E3,0.0,7.59,4.75,5.14
201032,44986,BM0O4F0,-126.0,-117.82,2.2,1.01
201032,44991,BM0O4K2,15.0,21.41,4.0,5.09
201032,44992,BM0O4M7,-1.0,5.73,5.1,5.41
201032,45001,BM0O4N3,-1.0,5.77,8.0,8.49
201102,45022,BM9D2T5,24.0,23.96,110.0,144.66
201102,45036,BM9D2V1,24.0,23.87,375.0,492.59
201049,45061,BM0K9B1,9.0,16.67,2.0,2.4
201070,45154,BM0O4K2,15.0,21.41,4.0,5.09
201070,45163,BM0O4N2,-2.0,5.73,5.1,5.41
201070,45173,BM0O4F2,-33.0,-25.79,6.0,4.77
201067,45184,BM0O4Q4,-2.0,5.77,8.0,8.49
201068,45196,BM0K8U4,14.0,20.67,8.25,10.4
201068,45198,BM0Z0R1,-5.0,1.76,1.67,1.7
201068,45199,BM1B2N9,3.0,10.0,1.8,2.0
201068,45201,BM0LOD8,12.0,18.75,0.65,0.8
201106,45229,BM9C7Y1,-6.0,1.32,3.75,3.8
201126,45232,BM9C7Y1,1.0,1.32,3.75,3.8
201223,45238,BM9D1U2,4.0,10.77,2.9,3.25
201117,45242,BM9A9T2,18.0,20.0,16.0,20.0
201304,45276,BM9A8E6,37.0,44.44,0.8,1.44
201305,45277,BM0K8U4,14.0,20.67,8.25,10.4
201305,45281,BM0Z0R1,22.0,29.41,1.2,1.7
201305,45283,BM1B2N9,0.0,7.5,1.85,2.0
2003561,45284,BM9D3R7,17.0,17.45,35.0,42.4
201173,45310,BM9D5H9,37.0,36.93,111.0,176.0
201173,45311,BM9D5J1,38.0,37.93,108.0,174.0
201173,45312,BM9D5J2,52.0,52.15,78.0,163.0
201343,45316,BM9C9J5,4.0,10.77,2.9,3.25
201187,45422,BM9D5S6,20.0,19.84,60.0,74.85
201187,45424,BM9D5S8,24.0,23.99,220.0,289.44
201187,45425,BM9D5S9,-181.0,-181.28,125.0,44.44
201187,45427,BM9D5T2,48.0,48.17,55.0,106.11
201187,45430,BM9D5T5,55.0,55.28,40.0,89.44
201187,45433,BM9D5T8,55.0,55.28,40.0,89.44
201195,45447,BM9D5Y3,20.0,19.65,89.0,110.77
201199,45467,BM9D6F4,13.0,19.64,2.25,2.8
201231,45470,BM9A9T4,-1710.0,-1702.58,42.0,2.33
201208,45485,BM9A9T4,3.0,9.87,2.1,2.33
202053,45499,BM0O4E3,1.0,5.45,4.86,5.14
202053,45500,BM0O4F2,-30.0,-25.79,6.0,4.77
202053,45504,BM0O4G8,1.0,5.72,14.5,15.38
202053,45508,BM0O4J6,1.0,5.76,8.5,9.02
202053,45509,BM0O4J8,11.0,15.47,13.0,15.38
202053,45511,BM0O4K1,1.0,5.72,15.5,16.44
202053,45512,BM0O4K2,1.0,5.7,4.8,5.09
202053,45516,BM0O4L6,1.0,5.91,10.5,11.16
202053,45518,BM0O4M7,1.0,5.73,5.1,5.41
202053,45519,BM0O4N3,1.0,5.77,8.0,8.49
202053,45523,BM0O4Q1,7.0,7.26,6.0,6.47
202053,45525,BM0O4Q4,1.0,5.77,8.0,8.49
202053,45527,BM0O4Q6,1.0,5.72,14.5,15.38
202053,45528,BM0O4Q7,1.0,5.66,3.5,3.71
202053,45537,BM0O4T3,4.0,8.97,14.0,15.38
202053,45539,BM0O4T7,1.0,5.78,7.5,7.96
202053,45544,BM0O4V3,31.0,30.68,14.71,21.22
201213,45561,BM9C8K4,20.0,26.32,2.8,3.8
201224,45576,BM9D7A2,3.0,10.0,5.4,6.0
201211,45577,BM9D3V6,-49.0,-42.22,3.2,2.25
201239,45596,BM0O4Q3,1.0,5.72,14.5,15.38
201239,45597,BM0O4Q4,1.0,5.77,8.0,8.49
201239,45603,BM0O4T3,1.0,5.72,14.5,15.38
201239,45604,BM0O4T7,1.0,5.78,7.5,7.96
201239,45605,BM0O4T9,1.0,5.72,15.5,16.44
201267,45709,BM9D8B8,16.0,16.36,46.0,55.0
201253,45712,BM0O4E6,2.0,5.66,2.5,2.65
201253,45713,BM0O4E7,-196.0,-182.61,19.5,6.9
201253,45714,BM0O4F2,1.0,5.66,4.5,4.77
201253,45718,BM0O4G8,-297.0,-277.11,58.0,15.38
201253,45723,BM0O4J6,1.0,5.76,8.5,9.02
201253,45726,BM0O4K1,3.0,5.72,15.5,16.44
201253,45727,BM0O4K2,0.0,4.72,4.85,5.09
201296,45733,BM1B2C9,6.0,6.02,780.0,830.0
201306,45806,BM9D8Y7,8.0,7.96,107.0,116.25
201337,45823,BM9C8K5,7.0,13.85,2.8,3.25
201622,45825,BM9D5V8,26.0,29.95,7.32,10.45
2000103,45828,BM9G4L8,18.0,22.7,2.35,3.04
201319,45863,BM9D8V3,0.0,7.41,4.0,4.32
201364,45892,BM9C9J5,4.0,10.77,2.9,3.25
202060,45896,BM0O4E3,1.0,5.64,4.85,5.14
