LookUp,quote number,order number,inquiry number,product sku,supplier,quantity,created at,margin percentage,unit selling price (INR),unit cost price,converted unit selling price (FC),measurement unit,HSN code,tax rate,tax amount,total,%,minus,divide,selling price is not consistent with margin,ORDER NUMBER is a NUMBER
,,200520-3,6500,BM0O4H0,Bharathi Mro Industrial Products and Solutions Co.,20,19-Oct-16,-5,18,17.6,,,,14.00%,50,410.4,,,,FALSE,FALSE
,,201690-2,8990,BM0O4U8,"Benir E Store Solution Pvt Ltd
",2,29-Apr-17,6,19.09,18,,,,14.00%,5,43.53,,,,FALSE,FALSE
,,201774-1,9212,BM9E9Z6,Metro Trading,30,16-May-17,62,53,18,,,,14.00%,223,1812.6,,,,FALSE,FALSE
,,201138-1,7329,BM0Z8G9,Ravi Enterprises (Pune),100,27-Jan-17,20,24.58,18.03,,,,14.00%,344,2802.12,,,,FALSE,FALSE
,,201690-2,8990,BM0O4H4,Benir E Store Solution Pvt. Ltd.,15,29-Apr-17,6,19.62,18.47,,,,14.00%,41,335.5,,,,FALSE,FALSE
,,100000140-1,4914,BM0O4G4,Embassy Office Automation,10,07-Jun-16,-15,17.51,19,,,,13.00%,23,197.86,,,,FALSE,FALSE
,,100000113-1,4661,BM9A2W6,R.B. Enterprise,150,31-May-16,-2,20,19,,,,5.00%,150,3150,,,,FALSE,FALSE
,,100000355-2,1667,BM1A8C3,C.Parekh and Co.,200,08-Sep-15,23,24.7,19.7,,,,2.00%,110,5038.8,,,,FALSE,FALSE
,,100000355-2,1667,BM1A8C4,C.Parekh and Co.,100,08-Sep-15,87,140.6,19.7,,,,2.00%,314,14341.2,,,,FALSE,FALSE
,,100000960-1,2505,BM0O4J9,Freesia InCorporation,24,06-Jan-16,6,19.8,19.79,,,,13.00%,70,536.98,,,,FALSE,FALSE
,,200520-3,6500,BM0O4U7,Freesia InCorporation,10,19-Oct-16,-304,5,19.8,,,,14.00%,7,57,,,,FALSE,FALSE
,,100000960-1,2505,BM0O4U7,Freesia InCorporation,12,06-Jan-16,5,19.8,19.83,,,,13.00%,35,268.49,,,,FALSE,FALSE
,,200953-1,7343,BM0O4U7,Freesia InCorporation,20,21-Sep-16,-115,9.55,19.85,,,,14.00%,27,217.74,,,,FALSE,FALSE
,,100000960-1,2505,BM0O4O5,Freesia InCorporation,24,06-Jan-16,6,20,20,,,,13.00%,71,542.4,,,,FALSE,FALSE
,,100000140-1,4914,BM0O4O5,Freesia InCorporation,50,07-Jun-16,2,22,20,,,,6.00%,66,1166,,,,FALSE,FALSE
,,200494-1,6306,BM0O4O5,Freesia InCorporation,40,29-Sep-16,2,22,20,,,,14.00%,123,1003.2,,,,FALSE,FALSE
,,201690-2,8990,BM0O4O5,Freesia InCorporation,30,29-Apr-17,33,29.7,20,,,,14.00%,125,1015.74,,,,FALSE,FALSE
,,100000827-1,3285,BM1A5G0,Arihant Manufacturing Co,25,11-Feb-16,33,30,20,,,,6.00%,45,795,,,,FALSE,FALSE
,,100000827-1,3285,BM1A5F7,Arihant Manufacturing Co,25,11-Feb-16,34,30.5,20,,,,6.00%,46,808.25,,,,FALSE,FALSE
,,201774-1,9212,BM9E9Z5,Metro Trading,50,16-May-17,2,22,20.5,,,,14.00%,154,1254,,,,FALSE,FALSE
,,100001106-1,4772,BM9A2W7,Jay Ambe Medical Stores (Guj),480,17-Jun-16,-10,20.18,20.68,,,,5.00%,484,10170.72,,,,FALSE,FALSE
,,100000355-2,1667,BM1A8C2,C.Parekh and Co.,200,08-Sep-15,24,26.68,21.17,,,,2.00%,119,5442.72,,,,FALSE,FALSE
,,100000548-1,4702,BM0K9P1,Techmec Electricals (Guj),960,30-May-16,14,27,21.3,,,,5.00%,1296,27216,,,,FALSE,FALSE
,,100000140-1,4914,BM0O4T9,Freesia InCorporation,250,07-Jun-16,-90,12,22,,,,13.00%,390,3390,,,,FALSE,FALSE
,,201690-2,8990,BM0O4T9,Freesia InCorporation,20,29-Apr-17,-34,16.44,22,,,,14.00%,46,374.83,,,,FALSE,FALSE
,,100000960-1,2505,BM0O4T9,Freesia InCorporation,100,06-Jan-16,5,22,22,,,,13.00%,322,2486,,,,FALSE,FALSE
,,100000960-1,2505,BM0O4R2,Freesia InCorporation,24,06-Jan-16,12,24,22,,,,13.00%,84,650.88,,,,FALSE,FALSE
,,100000960-1,2505,BM0O4U4,Freesia InCorporation,10,06-Jan-16,21,27,22,,,,13.00%,39,305.1,,,,FALSE,FALSE
,,201690-2,8990,BM0O4R2,Freesia InCorporation,1,29-Apr-17,19,27.05,22,,,,14.00%,4,30.84,,,,FALSE,FALSE
,,100000960-1,2505,BM0O4R6,Rose Cleanwell,4,06-Jan-16,25,29,22,,,,13.00%,17,131.08,,,,FALSE,FALSE
,,100000960-1,2505,BM0O4F4,Freesia InCorporation,24,06-Jan-16,32,32,22,,,,13.00%,109,867.84,,,,FALSE,FALSE
,,201690-2,8990,BM0O4F4,Freesia InCorporation,2,29-Apr-17,36,34.48,22,,,,14.00%,10,78.61,,,,FALSE,FALSE
,,200953-1,7343,BM0O4U4,Freesia InCorporation,10,21-Sep-16,46,47.31,22,,,,14.00%,66,539.33,,,,FALSE,FALSE
,,200499-1,6541,BM0K9J0,J.D. Sales Corporation,180,17-Oct-16,11,26.94,22.13,,,,5.00%,242,5091.66,,,,FALSE,FALSE
,,100000548-1,4702,BM0K9J0,J.D. Sales Corporation,70,30-May-16,11,26.9,22.13,,,,5.00%,94,1977.15,,,,FALSE,FALSE
,,201308-1,8161,BM0K9J0,J.D. Sales Corporation,200,31-Jan-17,11,26.94,22.13,,,,5.00%,269,5657.4,,,,FALSE,FALSE
,,100000140-1,4914,BM0O4G2,Sagar Office Automation,200,07-Jun-16,-57,15,22.5,,,,13.00%,390,3390,,,,FALSE,FALSE
,,201690-2,8990,BM0O4G2,Sagar Office Automation,30,29-Apr-17,-15,19.62,22.5,,,,14.00%,82,671,,,,FALSE,FALSE
,,100000960-1,2505,BM0O4G2,Sagar Office Automation,500,06-Jan-16,33,33.55,22.5,,,,13.00%,2363,18955.75,,,,FALSE,FALSE
,,100000140-1,4914,BM0O4V4,J K Paper Conversion Products,150,07-Jun-16,-8,22.5,22.7,,,,13.00%,439,3813.75,,,,FALSE,FALSE
,,200520-3,6500,BM0O4V4,J K Paper Conversion Products,50,19-Oct-16,-8,22.5,22.7,,,,14.00%,158,1282.5,,,,FALSE,FALSE
,,100000960-1,2505,BM0O4V4,J K Paper Conversion Products,150,06-Jan-16,15,26,22.7,,,,13.00%,562,4407,,,,FALSE,FALSE
,,200953-1,7343,BM0O4V4,J K Paper Conversion Products,50,21-Sep-16,22,32.13,22.7,,,,14.00%,225,1831.41,,,,FALSE,FALSE
,,200739-2,5678,BM0C4H8,Swan Machine Tools Pvt. Ltd.,4,01-Dec-16,8,25.88,22.75,,,,15.00%,16,119.05,,,,FALSE,FALSE
,,200739-2,5678,BM0C4H8,Swan Machine Tools Pvt. Ltd.,4,01-Dec-16,8,25.88,22.75,,,,15.00%,16,119.05,,,,FALSE,FALSE
,,100000140-1,4914,BM0O4H5,Embassy Office Automation,20,07-Jun-16,-3,24,22.95,,,,13.00%,62,542.4,,,,FALSE,FALSE
,,200520-3,6500,BM0O4H5,Embassy Office Automation,10,19-Oct-16,-3,24,23,,,,14.00%,34,273.6,,,,FALSE,FALSE
,,200739-2,5678,BM0C4H8,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,3,25.88,23,,,,15.00%,8,59.52,,,,FALSE,FALSE
,,200739-2,5678,BM0C4H8,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,3,25.88,23,,,,15.00%,8,59.52,,,,FALSE,FALSE
,,200739-2,5678,BM0C4H8,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,3,25.88,23,,,,15.00%,8,59.52,,,,FALSE,FALSE
,,200739-2,5678,BM0C4H8,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,3,25.88,23,,,,15.00%,8,59.52,,,,FALSE,FALSE
,,100001041-1,5293,BM9A4A5,Smith Engineering Co.,120,02-Jul-16,8,27,23,,,,5.00%,162,3402,,,,FALSE,FALSE
,,201690-2,8990,BM0O4H5,Embassy Office Automation,10,29-Apr-17,32,33.95,23,,,,14.00%,48,387.03,,,,FALSE,FALSE
,,201925-1,9619,BM9F6F7,Willy Sales Agency,300,12-Jun-17,10,28,24,,,,5.00%,420,8820,,,,FALSE,FALSE
,,201138-1,7329,BM0Z8C9,Ravi Enterprises (Pune),100,27-Jan-17,13,30.53,24.35,,,,14.00%,427,3480.42,,,,FALSE,FALSE
,,201690-2,8990,BM0O4K6,Benir E Store Solution Pvt. Ltd.,20,29-Apr-17,-7,22.81,24.5,,,,14.00%,64,520.07,,,,FALSE,FALSE
,,200295-2,4963,BM9B6G9,Ambey Laboratories,900,17-Aug-16,-5,25.16,24.65,,,,13.00%,2944,25587.72,,,,FALSE,FALSE
,,100000140-1,4914,BM0O4M1,Embassy Office Automation,100,07-Jun-16,-7,25,25,,,,13.00%,325,2825,,,,FALSE,FALSE
,,100000140-1,4914,BM0O4E9,No Supplier Details,10,07-Jun-16,-7,25.05,25,,,,13.00%,33,283.07,,,,FALSE,FALSE
,,100001202-2,5316,BM0K9N3,Madhuraj Industrial Gases Pvt. Ltd.,7,04-Jul-16,4,28,25,,,,5.00%,10,205.8,,,,FALSE,FALSE
,,100001202-2,5316,BM0K9N3,Madhuraj Industrial Gases Pvt. Ltd.,28,04-Jul-16,9,28,25,,,,5.00%,39,823.2,,,,FALSE,FALSE
,,Not Booked,7323,BM9A6U8,Dhiren Traders,100,23-Dec-16,4,28,25,,,,5.00%,140,2940,,,,FALSE,FALSE
,,100000140-1,4914,BM0O4V1,No Supplier Details,450,07-Jun-16,17,33,25,,,,13.00%,1931,16780.5,,,,FALSE,FALSE
,,100000896-1,3630,BM1A5X1,No Supplier Details,1,29-Mar-16,77,153.91,25,,,,13.00%,20,173.92,,,,FALSE,FALSE
,,200295-2,4963,BM9B6G8,Ambey Laboratories,900,17-Aug-16,-4,26.36,25.5,,,,13.00%,3084,26808.12,,,,FALSE,FALSE
,,100000140-1,4914,BM0O4L4,No Supplier Details,48,07-Jun-16,0,28,26,,,,13.00%,175,1518.72,,,,FALSE,FALSE
,,201159-1,7444,BM9D3D9,Accent Industries Ltd.,50,02-Feb-17,23,37.14,26,,,,15.00%,279,2135.55,,,,FALSE,FALSE
,,201159-1,7444,BM9D3E1,Accent Industries Ltd.,50,02-Feb-17,23,37.14,26,,,,15.00%,279,2135.55,,,,FALSE,FALSE
,,201159-1,7444,BM9D3D9,Accent Industries Ltd.,250,02-Feb-17,29,37.14,26,,,,15.00%,1393,10677.75,,,,FALSE,FALSE
,,201159-1,7444,BM9D3E1,Accent Industries Ltd.,50,02-Feb-17,23,37.14,26,,,,15.00%,279,2135.55,,,,FALSE,FALSE
,,201722-1,9102,BM9D3D9,No Supplier Details,50,08-May-17,27,37.14,26,,,,15.00%,279,2135.55,,,,FALSE,FALSE
,,201722-1,9102,BM9D3E1,No Supplier Details,50,08-May-17,27,37.14,26,,,,15.00%,279,2135.55,,,,FALSE,FALSE
,,200274-2,5960,BM0K8G4,No Supplier Details,30,27-Aug-16,19,35.3,26.13,,,,5.00%,53,1111.95,,,,FALSE,FALSE
,,100000960-1,2505,BM0O4L2,Freesia InCorporation,24,06-Jan-16,3,26.4,26.38,,,,13.00%,91,715.97,,,,FALSE,FALSE
,,100000140-1,4914,BM0O4L2,Freesia InCorporation,96,07-Jun-16,-7,26.4,26.38,,,,13.00%,329,2863.87,,,,FALSE,FALSE
,,201690-2,8990,BM0O4L2,Freesia InCorporation,20,29-Apr-17,16,31.29,26.42,,,,14.00%,88,713.41,,,,FALSE,FALSE
,,201774-1,9212,BM9E9Z8,Metro Trading,20,16-May-17,-1,28,27,,,,14.00%,78,638.4,,,,FALSE,FALSE
,,201539-1,8630,BM0O4O5,Chamunda Enterprise,3,31-Mar-17,5,29.82,27,,,,14.00%,13,101.98,,,,FALSE,FALSE
,,100000960-1,2505,BM0O4K0,Freesia InCorporation,24,06-Jan-16,2,27.5,27.5,,,,13.00%,95,745.8,,,,FALSE,FALSE
,,100000960-1,2505,BM0O4L4,Freesia InCorporation,24,06-Jan-16,2,27.5,27.5,,,,13.00%,95,745.8,,,,FALSE,FALSE
,,201690-2,8990,BM0O4K0,Freesia InCorporation,6,29-Apr-17,7,29.7,27.5,,,,14.00%,25,203.15,,,,FALSE,FALSE
,,200739-2,5678,BM0C3Z2,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,9,31.37,27.5,,,,15.00%,9,72.15,,,,FALSE,FALSE
,,200739-2,5678,BM0C3Z2,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,9,31.37,27.5,,,,15.00%,9,72.15,,,,FALSE,FALSE
,,100000685-1,3613,BM1B1P3,Safelink Agencies LLP,50,21-Apr-16,3,30.72,27.56,,,,6.00%,92,1628.16,,,,FALSE,FALSE
,,200739-2,5678,BM0C3Z2,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,4,31.37,28,,,,15.00%,5,36.08,,,,FALSE,FALSE
,,200739-2,5678,BM0C3Z2,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,4,31.37,28,,,,15.00%,5,36.08,,,,FALSE,FALSE
,,200739-2,5678,BM0C3Z2,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,4,31.37,28,,,,15.00%,5,36.08,,,,FALSE,FALSE
,,200739-2,5678,BM0C3Z2,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,4,31.37,28,,,,15.00%,5,36.08,,,,FALSE,FALSE
,,Not Booked,5171,BM0K8G2,Stanley Black and Decker India Pvt. Ltd.,480,24-Jun-16,4,32,28.48,,,,5.00%,768,16128,,,,FALSE,FALSE
,,Not Booked,5171,BM0K8Y9,Stanley Black and Decker India Pvt. Ltd.,300,24-Jun-16,4,32,28.48,,,,5.00%,480,10080,,,,FALSE,FALSE
,,Not Booked,5171,BM0K8Q8,Stanley Black and Decker India Pvt. Ltd.,50,24-Jun-16,4,32,28.48,,,,5.00%,80,1680,,,,FALSE,FALSE
,,Not Booked,5171,BM0K8G7,Stanley Black and Decker India Pvt. Ltd.,120,24-Jun-16,4,32,28.48,,,,5.00%,192,4032,,,,FALSE,FALSE
,,201539-1,8630,BM0O4L2,Chamunda Enterprise,2,31-Mar-17,2,31.18,29,,,,14.00%,9,71.09,,,,FALSE,FALSE
,,201539-1,8630,BM0O4L4,Chamunda Enterprise,2,31-Mar-17,2,31.18,29,,,,14.00%,9,71.09,,,,FALSE,FALSE
,,100000140-1,4914,BM0O4G0,Tirupathi Stationery Mart,100,07-Jun-16,10,35,29,,,,13.00%,455,3955,,,,FALSE,FALSE
,,201690-2,8990,BM0O4F9,Bharathi Mro Industrial Products and Solutions Co.,12,29-Apr-17,-8,27.05,29.2,,,,14.00%,45,370.04,,,,FALSE,FALSE
,,200211-2,5824,BM9B6M7,Ac-Climate Enterprises,20,23-Aug-16,20,37.5,30,,,,13.00%,98,847.5,,,,FALSE,FALSE
,,100000352-1,4434,BM0O7Z4,Dhiren Traders,20,31-May-16,14,37.89,30,,,,5.00%,38,795.69,,,,FALSE,FALSE
,,201690-2,8990,BM0O4M2,Embassy Office Automation,10,29-Apr-17,37,47.74,30,,,,14.00%,67,544.24,,,,FALSE,FALSE
,,200295-2,4963,BM9B6H1,Ambey Laboratories,300,17-Aug-16,44,63.22,30.88,,,,13.00%,2466,21431.58,,,,FALSE,FALSE
,,200295-2,4963,BM9B6H1,Ambey Laboratories,300,17-Aug-16,44,63.22,30.88,,,,13.00%,2466,21431.58,,,,FALSE,FALSE
,,201932-3,9630,BM9F3H1,No Supplier Details,350,13-Jun-17,0,32.55,31,,,,15.00%,1709,13101.38,,,,FALSE,FALSE
,,100000682-2,3609,BM1B0P8,Powerflex Industries,100,18-Apr-16,26,47,31.2,,,,13.00%,611,5311,,,,FALSE,FALSE
,,100000140-1,4914,BM0O4V2,Lucky Plastics,800,07-Jun-16,-14,28,32,,,,13.00%,2912,25312,,,,FALSE,FALSE
,,100000140-1,4914,BM0O4V2,Lucky Plastics,10,07-Jun-16,-14,28,32,,,,13.00%,36,316.4,,,,FALSE,FALSE
,,200494-1,6306,BM0O4V2,Lucky Plastics,160,29-Sep-16,-21,28,32,,,,14.00%,627,5107.2,,,,FALSE,FALSE
,,200520-3,6500,BM0O4V2,Lucky Plastics,1500,19-Oct-16,-21,28,32,,,,14.00%,5880,47880,,,,FALSE,FALSE
,,201690-2,8990,BM0O4E9,Benir E Store Solution Pvt. Ltd.,3,29-Apr-17,-1,31.82,32,,,,14.00%,13,108.82,,,,FALSE,FALSE
,,100000960-1,2505,BM0O4V2,Lucky Plastics,800,06-Jan-16,4,33,32,,,,13.00%,3723,29832,,,,FALSE,FALSE
,,201690-2,8990,BM0O4V2,Lucky Plastics,620,29-Apr-17,20,39.78,32,,,,14.00%,3453,28116.5,,,,FALSE,FALSE
,,100001171-1,4671,BM9A8H6,Valisons and Co.,2,01-Jul-16,60,97.48,32,,,,13.00%,25,220.3,,,,FALSE,FALSE
,,100001106-1,4772,BM9A2W9,Jay Ambe Medical Stores (Guj),200,07-Jul-16,-12,31.14,32.79,,,,15.00%,934,7162.2,,,,FALSE,FALSE
,,201138-1,7329,BM0Z8F6,Ravi Enterprises (Pune),50,27-Jan-17,19,44.86,32.94,,,,14.00%,314,2557.02,,,,FALSE,FALSE
,,100000960-1,2505,BM0O4V1,Freesia InCorporation,24,06-Jan-16,1,33,33,,,,13.00%,112,894.96,,,,FALSE,FALSE
,,201690-2,8990,BM0O4L4,Benir E Store Solution Pvt. Ltd.,20,29-Apr-17,-7,31.29,33.5,,,,14.00%,88,713.41,,,,FALSE,FALSE
,,Not Booked,5171,BM0K9H1,Devang Steels,100,24-Jun-16,-59,22.4,34,,,,5.00%,112,2352,,,,FALSE,FALSE
,,Not Booked,5171,BM0K9H2,Devang Steels,40,24-Jun-16,8,40,34,,,,5.00%,80,1680,,,,FALSE,FALSE
,,200739-2,5678,BM0J3S0,Swan Machine Tools Pvt. Ltd.,10,01-Dec-16,8,39.21,34.5,,,,15.00%,59,450.92,,,,FALSE,FALSE
,,200739-2,5678,BM0J3S0,Swan Machine Tools Pvt. Ltd.,10,01-Dec-16,8,39.21,34.5,,,,15.00%,59,450.92,,,,FALSE,FALSE
,,200739-2,5678,BM0J3S0,Swan Machine Tools Pvt. Ltd.,5,01-Dec-16,5,39.21,34.6,,,,15.00%,29,225.46,,,,FALSE,FALSE
,,200739-2,5678,BM0J3S0,Swan Machine Tools Pvt. Ltd.,5,01-Dec-16,5,39.21,34.6,,,,15.00%,29,225.46,,,,FALSE,FALSE
,,200739-2,5678,BM0J3S0,Swan Machine Tools Pvt. Ltd.,5,01-Dec-16,5,39.21,34.6,,,,15.00%,29,225.46,,,,FALSE,FALSE
,,200739-2,5678,BM0J3S0,Swan Machine Tools Pvt. Ltd.,5,01-Dec-16,5,39.21,34.6,,,,15.00%,29,225.46,,,,FALSE,FALSE
,,201138-1,7329,BM0Z8H8,Ravi Enterprises (Pune),50,27-Jan-17,19,47.24,34.68,,,,14.00%,331,2692.68,,,,FALSE,FALSE
,,201690-2,8990,BM0O4V1,Benir E Store Solution Pvt. Ltd.,30,29-Apr-17,6,37.13,35,,,,14.00%,156,1269.85,,,,FALSE,FALSE
,,201690-2,8990,BM0O4K3,Benir E Store Solution Pvt. Ltd.,1,29-Apr-17,7,37.66,35,,,,14.00%,5,42.93,,,,FALSE,FALSE
,,Not Booked,5171,BM0K9D8,Devang Steels,65,24-Jun-16,14,44.31,35,,,,5.00%,144,3024.16,,,,FALSE,FALSE
,,100000827-1,3285,BM1A5F4,Arihant Manufacturing Co,25,11-Feb-16,29,49.63,35,,,,6.00%,74,1315.2,,,,FALSE,FALSE
,,100000827-1,3285,BM1A5F5,Arihant Manufacturing Co,25,11-Feb-16,29,49.63,35,,,,6.00%,74,1315.2,,,,FALSE,FALSE
,,200274-2,5960,BM0K8J5,Safevision Enterprise,40,27-Aug-16,28,54.2,35,,,,15.00%,325,2493.2,,,,FALSE,FALSE
,,100000355-2,1667,BM1A8C1,C.Parekh and Co.,200,08-Sep-15,21,43.7,35.71,,,,2.00%,195,8914.8,,,,FALSE,FALSE
,,202002-1,9518,BM9F6Y2,Disha Enterprises,1630,05-Jun-17,3,38.16,36,,,,5.00%,3185,65310.84,,,,FALSE,FALSE
,,202002-1,9518,BM9F6Y3,Disha Enterprises,990,05-Jun-17,5,38.16,36,,,,5.00%,1964,39667.32,,,,FALSE,FALSE
,,100000898-1,3005,BM0Z1C4,Swadesh Enterprises,2,12-May-16,2,39.66,36,,,,2.00%,2,80.91,,,,FALSE,FALSE
,,100000898-1,3005,BM0Z1C3,Swadesh Enterprises,3,12-May-16,66,131.66,36,,,,2.00%,8,402.88,,,,FALSE,FALSE
,,Not Booked,5171,BM0K8G0,Devang Steels,460,24-Jun-16,-21,32,36.5,,,,5.00%,736,15456,,,,FALSE,FALSE
,,200494-1,6306,BM0O4O6,Bharathi Mro Industrial Products and Solutions Co.,5,29-Sep-16,5,42.22,37.2,,,,14.00%,30,240.65,,,,FALSE,FALSE
,,Not Booked,5171,BM0K9C1,Devang Steels,150,24-Jun-16,-42,27.73,37.5,,,,5.00%,208,4367.48,,,,FALSE,FALSE
,,Not Booked,5171,BM0L0A0,Devang Steels,165,24-Jun-16,-41,28.12,37.5,,,,5.00%,232,4871.79,,,,FALSE,FALSE
,,201729-2,8541,BM0C8I7,Stanley Black and Decker India Pvt. Ltd.,1,09-May-17,30,54.25,38,,,,14.00%,8,61.85,,,,FALSE,FALSE
,,201138-1,7329,BM0Z8J7,Ravi Enterprises (Pune),50,27-Jan-17,19,52.24,38.36,,,,14.00%,366,2977.68,,,,FALSE,FALSE
,,100000140-1,4914,BM0O4K5,Freesia InCorporation,24,07-Jun-16,-20,34,38.5,,,,13.00%,106,922.08,,,,FALSE,FALSE
,,100000960-1,2505,BM0O4K5,Freesia InCorporation,24,06-Jan-16,0,38.5,38.5,,,,13.00%,129,1044.12,,,,FALSE,FALSE
,,100000960-1,2505,BM0O4F5,Freesia InCorporation,12,06-Jan-16,3,40,38.5,,,,13.00%,67,542.4,,,,FALSE,FALSE
,,201690-2,8990,BM0O4F5,Freesia InCorporation,10,29-Apr-17,24,50.92,38.5,,,,14.00%,71,580.49,,,,FALSE,FALSE
,,100000140-1,4914,BM0O4F5,Freesia InCorporation,24,07-Jun-16,34,64.99,38.5,,,,13.00%,203,1762.53,,,,FALSE,FALSE
,,200739-2,5678,BM0C0S9,Swan Machine Tools Pvt. Ltd.,5,01-Dec-16,5,43.91,38.6,,,,15.00%,33,252.48,,,,FALSE,FALSE
,,200739-2,5678,BM0C0S9,Swan Machine Tools Pvt. Ltd.,5,01-Dec-16,5,43.91,38.6,,,,15.00%,33,252.48,,,,FALSE,FALSE
,,200739-2,5678,BM0C0S9,Swan Machine Tools Pvt. Ltd.,5,01-Dec-16,5,43.91,38.6,,,,15.00%,33,252.48,,,,FALSE,FALSE
,,200739-2,5678,BM0C0S9,Swan Machine Tools Pvt. Ltd.,5,01-Dec-16,5,43.91,38.6,,,,15.00%,33,252.48,,,,FALSE,FALSE
,,200739-2,5678,BM0C0S9,Swan Machine Tools Pvt. Ltd.,10,01-Dec-16,8,43.91,38.7,,,,15.00%,66,504.97,,,,FALSE,FALSE
,,200739-2,5678,BM0C0S9,Swan Machine Tools Pvt. Ltd.,10,01-Dec-16,8,43.91,38.7,,,,15.00%,66,504.97,,,,FALSE,FALSE
,,200274-2,5960,BM0K9A3,Shreenathji Welding And Safety Pvt. Ltd.,50,27-Aug-16,6,44.8,39,,,,15.00%,336,2576,,,,FALSE,FALSE
,,200748-1,6945,BM0K9A3,Shreenathji Welding And Safety Pvt. Ltd.,10,01-Dec-16,6,44.8,39,,,,5.00%,22,470.4,,,,FALSE,FALSE
,,100001171-1,4671,BM9A8H5,Valisons and Co.,2,01-Jul-16,56,104.78,39,,,,13.00%,27,236.8,,,,FALSE,FALSE
,,100000971-1,4166,BM0P1E2,P. M. Bhimani Orgochem Pvt. Ltd.,50,18-Apr-16,0,42.52,39.5,,,,15.00%,319,2444.9,,,,FALSE,FALSE
,,Not Booked,5171,BM0K9U8,Devang Steels,230,24-Jun-16,-22,34.78,40,,,,5.00%,400,8399.37,,,,FALSE,FALSE
,,100000131-1,4940,BM0Y9N2,Stanley Black and Decker India Pvt. Ltd.,1,13-Jun-16,9,47.25,40,,,,6.00%,3,50.09,,,,FALSE,FALSE
,,100000735-1,4096,BM1A9W0,Synthoex,36,19-Apr-16,41,68,40,,,,13.00%,318,2766.24,,,,FALSE,FALSE
,,200739-2,5678,BM0C4I9,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,6,47.05,41,,,,15.00%,7,54.11,,,,FALSE,FALSE
,,200739-2,5678,BM0C4I9,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,6,47.05,41,,,,15.00%,7,54.11,,,,FALSE,FALSE
,,200739-2,5678,BM0C4I9,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,6,47.05,41,,,,15.00%,7,54.11,,,,FALSE,FALSE
,,200739-2,5678,BM0C4I9,Swan Machine Tools Pvt. Ltd.,1,01-Dec-16,6,47.05,41,,,,15.00%,7,54.11,,,,FALSE,FALSE
,,200520-3,6500,BM0O4F6,Bharathi Mro Industrial Products and Solutions Co.,20,19-Oct-16,5,47,41.35,,,,14.00%,132,1071.6,,,,FALSE,FALSE
,,200739-2,5678,BM0C4I9,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,9,47.05,41.5,,,,15.00%,14,108.22,,,,FALSE,FALSE
,,200739-2,5678,BM0C4I9,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,9,47.05,41.5,,,,15.00%,14,108.22,,,,FALSE,FALSE
,,201690-2,8990,BM0O4F6,Bharathi Mro Industrial Products and Solutions Co.,2,29-Apr-17,13,47.74,41.5,,,,14.00%,13,108.85,,,,FALSE,FALSE
,,200305-1,6076,BM0K8L3,Empire Enterprise (Guj),20,08-Sep-16,17,55,41.65,,,,15.00%,165,1265,,,,FALSE,FALSE
,,202002-1,9518,BM9F6Y1,Disha Enterprises,5050,05-Jun-17,2,45.57,43.1,,,,5.00%,11581,241634.93,,,,FALSE,FALSE
,,Not Booked,5171,BM0K9C0,Devang Steels,65,24-Jun-16,-35,34.46,44,,,,5.00%,112,2351.9,,,,FALSE,FALSE
,,200739-2,5678,BM0C4J0,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,5,50.18,44,,,,15.00%,15,115.41,,,,FALSE,FALSE
,,200739-2,5678,BM0C4J0,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,5,50.18,44,,,,15.00%,15,115.41,,,,FALSE,FALSE
,,200739-2,5678,BM0C4J0,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,5,50.18,44,,,,15.00%,15,115.41,,,,FALSE,FALSE
,,200739-2,5678,BM0C4J0,Swan Machine Tools Pvt. Ltd.,2,01-Dec-16,5,50.18,44,,,,15.00%,15,115.41,,,,FALSE,FALSE
,,200837-1,6405,BM9D2B4,Valisons and Co.,1,15-Jan-17,21,60.63,44,,,,6.00%,4,64.27,,,,FALSE,FALSE
,,200739-2,5678,BM0C4J0,Swan Machine Tools Pvt. Ltd.,4,01-Dec-16,8,50.18,44.25,,,,15.00%,30,230.83,,,,FALSE,FALSE
,,200739-2,5678,BM0C4J0,Swan Machine Tools Pvt. Ltd.,4,01-Dec-16,8,50.18,44.25,,,,15.00%,30,230.83,,,,FALSE,FALSE
