role_name,model,action,permission
Outside Sales Team Leader,review_question,update,No
Outside Sales Team Leader,review_question,show,No
Outside Sales Team Leader,review_question,destroy,No
Outside Sales Team Leader,review_question,create,No
Outside Sales Team Leader,review_question,edit,
Outside Sales Team Leader,review_question,new,
Outside Sales Team Leader,review_question,index,No
Outside Sales Team Leader,sales_invoice,show_pending_ap_invoice_queue,Yes
Outside Sales Team Leader,sales_invoice,create,No
Outside Sales Team Leader,sales_invoice,edit,No
Outside Sales Team Leader,sales_invoice,new,
Outside Sales Team Leader,sales_invoice,index,No
Outside Sales Team Leader,sales_invoice,search_or_create,
Outside Sales Team Leader,sales_invoice,relationship_map,Yes
Outside Sales Team Leader,sales_invoice,get_relationship_map_json,
Outside Sales Team Leader,sales_invoice,edit_mis_date,No
Outside Sales Team Leader,sales_invoice,update_mis_date,No
Outside Sales Team Leader,sales_invoice,show_original_invoice,Yes
Outside Sales Team Leader,sales_invoice,make_zip,Yes
Outside Sales Team Leader,sales_invoice,export_all,No
Outside Sales Team Leader,sales_invoice,export_rows,No
Outside Sales Team Leader,sales_invoice,export_for_logistics,No
Outside Sales Team Leader,sales_invoice,edit_pod,
Outside Sales Team Leader,sales_invoice,update_pod,No
Outside Sales Team Leader,sales_invoice,show,Yes
Outside Sales Team Leader,sales_invoice,destroy,No
Outside Sales Team Leader,sales_invoice,update,No
Outside Sales Team Leader,sales_invoice_row,index,
Outside Sales Team Leader,sales_invoice_row,new,
Outside Sales Team Leader,sales_invoice_row,show,
Outside Sales Team Leader,sales_invoice_row,destroy,
Outside Sales Team Leader,sales_invoice_row,update,
Outside Sales Team Leader,sales_invoice_row,create,
Outside Sales Team Leader,sales_invoice_row,edit,
Outside Sales Team Leader,sales_order,not_invoiced,Yes
Outside Sales Team Leader,sales_order,cancelled,Yes
Outside Sales Team Leader,sales_order,destroy,No
Outside Sales Team Leader,sales_order,show,Yes
Outside Sales Team Leader,sales_order,relationship_map,Yes
Outside Sales Team Leader,sales_order,create_stock_po,
Outside Sales Team Leader,sales_order,debugging,
Outside Sales Team Leader,sales_order,material_delivered_to_customer_create_email_msg,No
Outside Sales Team Leader,sales_order,material_delivered_to_customer_new_email_msg,No
Outside Sales Team Leader,sales_order,material_dispatched_to_customer_create_email_msg,No
Outside Sales Team Leader,sales_order,material_dispatched_to_customer_new_email_msg,No
Outside Sales Team Leader,sales_order,fetch_order_data,Yes
Outside Sales Team Leader,sales_order,create_purchase_orders_requests,Yes
Outside Sales Team Leader,sales_order,preview_purchase_orders_requests,Yes
Outside Sales Team Leader,sales_order,new_purchase_orders_requests,Yes
Outside Sales Team Leader,sales_order,resync,No
Outside Sales Team Leader,sales_order,reject,No
Outside Sales Team Leader,sales_order,approve_low_margin,No
Outside Sales Team Leader,sales_order,approve,No
Outside Sales Team Leader,sales_order,can_request_invoice,Yes
Outside Sales Team Leader,sales_order,can_request_po,Yes
Outside Sales Team Leader,sales_order,go_to_inquiry,Yes
Outside Sales Team Leader,sales_order,drafts_pending,Yes
Outside Sales Team Leader,sales_order,export_for_sap,No
Outside Sales Team Leader,sales_order,export_for_logistics,No
Outside Sales Team Leader,sales_order,export_rows,No
Outside Sales Team Leader,sales_order,export_for_reco,No
Outside Sales Team Leader,sales_order,export_all,No
Outside Sales Team Leader,sales_order,pending,Yes
Outside Sales Team Leader,sales_order,comments,Yes
Outside Sales Team Leader,sales_order,new_revision,Yes
Outside Sales Team Leader,sales_order,create_confirmation,No
Outside Sales Team Leader,sales_order,new_confirmation,Yes
Outside Sales Team Leader,sales_order,show_serialized,Yes
Outside Sales Team Leader,sales_order,show_pdf,Yes
Outside Sales Team Leader,sales_order,update_mis_date,No
Outside Sales Team Leader,sales_order,edit_mis_date,No
Outside Sales Team Leader,sales_order,autocomplete,Yes
Outside Sales Team Leader,sales_order,company_converted_orders,Yes
Outside Sales Team Leader,sales_order,index,Yes
Outside Sales Team Leader,sales_order,new,
Outside Sales Team Leader,sales_order,edit,
Outside Sales Team Leader,sales_order,create,Yes
Outside Sales Team Leader,sales_order,update,Yes
Outside Sales Team Leader,sales_order,resolve,
Outside Sales Team Leader,sales_order,get_relationship_map_json,
Outside Sales Team Leader,sales_order_approval,destroy,
Outside Sales Team Leader,sales_order_approval,new,
Outside Sales Team Leader,sales_order_approval,edit,
Outside Sales Team Leader,sales_order_approval,index,No
Outside Sales Team Leader,sales_order_approval,create,No
Outside Sales Team Leader,sales_order_approval,update,No
Outside Sales Team Leader,sales_order_approval,show,No
Outside Sales Team Leader,sales_order_comment,update,
Outside Sales Team Leader,sales_order_comment,new,
Outside Sales Team Leader,sales_order_comment,create,
Outside Sales Team Leader,sales_order_comment,show,
Outside Sales Team Leader,sales_order_comment,destroy,
Outside Sales Team Leader,sales_order_comment,edit,
Outside Sales Team Leader,sales_order_comment,index,
Outside Sales Team Leader,sales_order_confirmation,destroy,
Outside Sales Team Leader,sales_order_confirmation,show,
Outside Sales Team Leader,sales_order_confirmation,update,
Outside Sales Team Leader,sales_order_confirmation,create,
Outside Sales Team Leader,sales_order_confirmation,edit,
Outside Sales Team Leader,sales_order_confirmation,new,
Outside Sales Team Leader,sales_order_confirmation,index,
Outside Sales Team Leader,sales_order_rejection,show,No
Outside Sales Team Leader,sales_order_rejection,edit,
Outside Sales Team Leader,sales_order_rejection,index,No
Outside Sales Team Leader,sales_order_rejection,new,No
Outside Sales Team Leader,sales_order_rejection,destroy,No
Outside Sales Team Leader,sales_order_rejection,create,No
Outside Sales Team Leader,sales_order_rejection,update,No
Outside Sales Team Leader,sales_order_row,create,
Outside Sales Team Leader,sales_order_row,show,
Outside Sales Team Leader,sales_order_row,update,
Outside Sales Team Leader,sales_order_row,destroy,
Outside Sales Team Leader,sales_order_row,edit,
Outside Sales Team Leader,sales_order_row,new,
Outside Sales Team Leader,sales_order_row,index,
Outside Sales Team Leader,sales_purchase_order,edit,
Outside Sales Team Leader,sales_purchase_order,new,
Outside Sales Team Leader,sales_purchase_order,destroy,No
Outside Sales Team Leader,sales_purchase_order,show,Yes
Outside Sales Team Leader,sales_purchase_order,index,Yes
Outside Sales Team Leader,sales_purchase_order,update,No
Outside Sales Team Leader,sales_purchase_order,create,No
Outside Sales Team Leader,sales_quote,new_freight_request,Yes
Outside Sales Team Leader,sales_quote,new_email_message,Yes
Outside Sales Team Leader,sales_quote,create_email_message,Yes
Outside Sales Team Leader,sales_quote,new_revision,Yes
Outside Sales Team Leader,sales_quote,display_revision_button,Yes
Outside Sales Team Leader,sales_quote,new_sales_order,Yes
Outside Sales Team Leader,sales_quote,reset_quote,No
Outside Sales Team Leader,sales_quote,preview,Yes
Outside Sales Team Leader,sales_quote,relationship_map,Yes
Outside Sales Team Leader,sales_quote,get_relationship_map_json,
Outside Sales Team Leader,sales_quote,show,Yes
Outside Sales Team Leader,sales_quote,destroy,Yes
Outside Sales Team Leader,sales_quote,update,Yes
Outside Sales Team Leader,sales_quote,create,Yes
Outside Sales Team Leader,sales_quote,edit,Yes
Outside Sales Team Leader,sales_quote,new,Yes
Outside Sales Team Leader,sales_quote,index,Yes
Outside Sales Team Leader,sales_quote_row,index,
Outside Sales Team Leader,sales_quote_row,new,
Outside Sales Team Leader,sales_quote_row,edit,
Outside Sales Team Leader,sales_quote_row,create,
Outside Sales Team Leader,sales_quote_row,update,
Outside Sales Team Leader,sales_quote_row,show,
Outside Sales Team Leader,sales_quote_row,destroy,
Outside Sales Team Leader,sales_receipt,update,No
Outside Sales Team Leader,sales_receipt,create,No
Outside Sales Team Leader,sales_receipt,edit,
Outside Sales Team Leader,sales_receipt,new,
Outside Sales Team Leader,sales_receipt,index,Yes
Outside Sales Team Leader,sales_receipt,show,
Outside Sales Team Leader,sales_receipt,destroy,
Outside Sales Team Leader,sales_receipt_row,new,
Outside Sales Team Leader,sales_receipt_row,edit,
Outside Sales Team Leader,sales_receipt_row,create,
Outside Sales Team Leader,sales_receipt_row,update,
Outside Sales Team Leader,sales_receipt_row,destroy,
Outside Sales Team Leader,sales_receipt_row,show,
Outside Sales Team Leader,sales_receipt_row,index,
Outside Sales Team Leader,sales_shipment,show_shipment_pdf,Yes
Outside Sales Team Leader,sales_shipment,update,No
Outside Sales Team Leader,sales_shipment,destroy,No
Outside Sales Team Leader,sales_shipment,index,Yes
Outside Sales Team Leader,sales_shipment,show,Yes
Outside Sales Team Leader,sales_shipment,get_relationship_map_json,
Outside Sales Team Leader,sales_shipment,create,No
Outside Sales Team Leader,sales_shipment,edit,
Outside Sales Team Leader,sales_shipment,relationship_map,Yes
Outside Sales Team Leader,sales_shipment,new,
Outside Sales Team Leader,sales_shipment_comment,edit,
Outside Sales Team Leader,sales_shipment_comment,create,
Outside Sales Team Leader,sales_shipment_comment,update,
Outside Sales Team Leader,sales_shipment_comment,destroy,
Outside Sales Team Leader,sales_shipment_comment,show,
Outside Sales Team Leader,sales_shipment_comment,new,
Outside Sales Team Leader,sales_shipment_comment,index,
Outside Sales Team Leader,sales_shipment_package,index,
Outside Sales Team Leader,sales_shipment_package,update,
Outside Sales Team Leader,sales_shipment_package,create,
Outside Sales Team Leader,sales_shipment_package,show,
Outside Sales Team Leader,sales_shipment_package,destroy,
Outside Sales Team Leader,sales_shipment_package,new,
Outside Sales Team Leader,sales_shipment_package,edit,
Outside Sales Team Leader,sales_shipment_row,new,
Outside Sales Team Leader,sales_shipment_row,create,
Outside Sales Team Leader,sales_shipment_row,update,
Outside Sales Team Leader,sales_shipment_row,destroy,
Outside Sales Team Leader,sales_shipment_row,show,
Outside Sales Team Leader,sales_shipment_row,index,
Outside Sales Team Leader,sales_shipment_row,edit,
Outside Sales Team Leader,sprint_log,index,
Outside Sales Team Leader,sprint_log,new,
Outside Sales Team Leader,sprint_log,edit,
Outside Sales Team Leader,sprint_log,create,
Outside Sales Team Leader,sprint_log,update,
Outside Sales Team Leader,sprint_log,destroy,
Outside Sales Team Leader,sprint_log,show,
Outside Sales Team Leader,supplier,export_all,No
Outside Sales Team Leader,supplier,show,No
Outside Sales Team Leader,supplier,update,No
Outside Sales Team Leader,supplier,edit,No
Outside Sales Team Leader,supplier,create,No
Outside Sales Team Leader,supplier,new,No
Outside Sales Team Leader,supplier,index,Yes
Outside Sales Team Leader,tag,destroy,
Outside Sales Team Leader,tag,index,
Outside Sales Team Leader,tag,update,
Outside Sales Team Leader,tag,show,
Outside Sales Team Leader,tag,edit,
Outside Sales Team Leader,tag,autocomplete_closure_tree,
Outside Sales Team Leader,tag,create,
Outside Sales Team Leader,tag,new,
Outside Sales Team Leader,target,new,
Outside Sales Team Leader,target,index,
Outside Sales Team Leader,target,edit,
Outside Sales Team Leader,target,create,
Outside Sales Team Leader,target,update,
Outside Sales Team Leader,target,destroy,
Outside Sales Team Leader,target,show,
Outside Sales Team Leader,target_period,new,
Outside Sales Team Leader,target_period,destroy,
Outside Sales Team Leader,target_period,show,
Outside Sales Team Leader,target_period,edit,
Outside Sales Team Leader,target_period,create,
Outside Sales Team Leader,target_period,update,
Outside Sales Team Leader,target_period,index,
Outside Sales Team Leader,tax_code,autocomplete_for_product,
Outside Sales Team Leader,tax_code,show,No
Outside Sales Team Leader,tax_code,destroy,No
Outside Sales Team Leader,tax_code,update,No
Outside Sales Team Leader,tax_code,create,No
Outside Sales Team Leader,tax_code,edit,No
Outside Sales Team Leader,tax_code,new,
Outside Sales Team Leader,tax_code,index,Yes
Outside Sales Team Leader,tax_rate,show,No
Outside Sales Team Leader,tax_rate,edit,No
Outside Sales Team Leader,tax_rate,destroy,No
Outside Sales Team Leader,tax_rate,update,No
Outside Sales Team Leader,tax_rate,create,No
Outside Sales Team Leader,tax_rate,new,No
Outside Sales Team Leader,tax_rate,index,Yes
Outside Sales Team Leader,warehouse,update,No
Outside Sales Team Leader,warehouse,index,No
Outside Sales Team Leader,warehouse,show,No
Outside Sales Team Leader,warehouse,show_product_stocks,No
Outside Sales Team Leader,warehouse,destroy,No
Outside Sales Team Leader,warehouse,new,No
Outside Sales Team Leader,warehouse,edit,No
Outside Sales Team Leader,warehouse,create,No
Outside Sales Team Leader,warehouse_product_stock,update,No
Outside Sales Team Leader,warehouse_product_stock,edit,No
Outside Sales Team Leader,warehouse_product_stock,new,No
Outside Sales Team Leader,warehouse_product_stock,index,No
Outside Sales Team Leader,warehouse_product_stock,show,No
Outside Sales Team Leader,warehouse_product_stock,destroy,No
Outside Sales Team Leader,warehouse_product_stock,create,No
Inside Sales Team Leader,account,payment_collections,No
Inside Sales Team Leader,account,ageing_report,No
Inside Sales Team Leader,account,show,Yes
Inside Sales Team Leader,account,destroy,No
Inside Sales Team Leader,account,update,No
Inside Sales Team Leader,account,create,No
Inside Sales Team Leader,account,edit,No
Inside Sales Team Leader,account,new,No
Inside Sales Team Leader,account,index,Yes
Inside Sales Team Leader,account,autocomplete_supplier,Yes
Inside Sales Team Leader,acl_resource,index,
Inside Sales Team Leader,acl_resource,new,
Inside Sales Team Leader,acl_resource,edit,
Inside Sales Team Leader,acl_resource,create,
Inside Sales Team Leader,acl_resource,update,
Inside Sales Team Leader,acl_resource,destroy,
Inside Sales Team Leader,acl_resource,show,
Inside Sales Team Leader,acl_role,destroy,No
Inside Sales Team Leader,acl_role,show,No
Inside Sales Team Leader,acl_role,get_resources,
