inquiry_number,client order date,order_number,old_order_number,order date,SKU,sprint_total,sprint_total_with_tax,bible_total,bible_total_with_tax,mismatch(total with tax),,total with tax mismatch(sprint - bible),Analysis notes,Kit order
6328,21-Oct-2016,200540,nil,21-Oct-2016,BM9C1E5,79.11,90.19,8613.41,9819.29,9729.10,,-9729.10,,
6213,20-Oct-2016,200541,nil,20-Oct-2016,BM9A9U6,2916.00,3061.80,12709.70,13345.19,10283.39,,-10283.39,,
6307,21-Oct-2016,200550,nil,21-Oct-2016,BM9C1X7,757.44,802.89,15820.68,16769.92,15967.03,,-15967.03,,
6663,1-Nov-2016,200552,nil,1-Dec-2016,BM0C7G8,237.80,271.09,2109.80,2405.17,2134.08,,-2134.08,,
6394,21-Oct-2016,200560,nil,21-Oct-2016,BM9C2C8,3882.36,4076.48,55535.49,58312.26,54235.79,,-54235.79,,
6658,24-Oct-2016,200566,nil,24-Oct-2016,BM0K8I4,3710.00,4266.50,17174.00,19750.10,15483.60,,-15483.60,,
6523,3-Oct-2016,200571,nil,3-Oct-2016,BM0O4O5,66.00,75.24,3748.99,4273.85,4198.61,,-4198.61,,
6025,21-Oct-2016,200572,nil,21-Oct-2016,BM9C4J1,13900.00,14595.00,17864.00,18757.20,4162.20,,-4162.20,,
6591,19-Oct-2016,200574,nil,19-Oct-2016,BM0K8Y0,9000.00,9450.00,20650.00,21682.50,12232.50,,-12232.50,,
4727,1-Jul-2016,200582,nil,1-Jul-2016,BM0Z0L2,705783.62,719899.29,2418430.99,2466799.61,1746900.32,,-1746900.32,,
6681,1-Oct-2016,200583,nil,1-Oct-2016,BM9B6B5,15884.00,16201.68,51871.30,52908.73,36707.05,,-36707.05,,
6570,25-Oct-2016,200586,nil,25-Oct-2016,BM9C4C5,15059.00,17167.26,25059.00,28567.26,11400.00,,-11400.00,,
6615,25-Oct-2016,200591,nil,25-Oct-2016,BM9C3Z9,1440.46,1642.12,3249.28,3704.18,2062.05,,-2062.05,,
6573,26-Oct-2016,200598,nil,26-Oct-2016,BM9C3S1,5600.00,5880.00,11350.00,11917.50,6037.50,,-6037.50,,
6700,2-Oct-2016,200599,nil,2-Oct-2016,BM9B6X2,6000.00,6900.00,6400.00,7360.00,460.00,,-460.00,,
6539,26-Oct-2016,200611,nil,26-Oct-2016,BM9C3U3,815.56,929.74,27422.70,31261.88,30332.14,,-30332.14,,
5670,2-Aug-2016,200616,nil,1-Sep-2016,BM9B4Q8,13820.00,14096.40,839566.00,856357.32,842260.92,,-842260.92,,
6052,14-Sep-2016,200639,nil,1-Oct-2016,BM1G0Q7,186712.16,196047.77,566557.07,594884.92,398837.16,,-398837.16,,
6392,7-Nov-2016,200650,nil,1-Dec-2016,BM9C3N4,1058.80,1111.74,9406.94,9877.29,8765.55,,-8765.55,,
6787,8-Nov-2016,200651,nil,31-Oct-2016,BM0K9J2,112.00,128.80,66102.00,76017.30,75888.50,,-75888.50,,
6771,8-Nov-2016,200657,nil,1-Dec-2016,BM9C5E4,1276.60,1442.56,1276.60,1436.18,6.38,,6.38,,
6772,8-Nov-2016,200658,nil,8-Nov-2016,BM9C5E5,2872.34,3303.19,3723.40,4281.91,978.72,,-978.72,,
6784,9-Nov-2016,200659,nil,1-Dec-2016,BM9C3B7,753.00,865.95,968.00,1113.20,247.25,,-247.25,,
6802,9-Nov-2016,200661,nil,1-Dec-2016,BM9C5H6,3236.84,3690.00,7584.80,8646.67,4956.67,,-4956.67,,
6801,9-Nov-2016,200662,nil,1-Dec-2016,BM9C5H2,1076.00,1226.64,8982.00,10239.48,9012.84,,-9012.84,,
6813,9-Nov-2016,200665,nil,1-Dec-2016,BM9A9A3,90750.00,103455.00,89813.62,102387.53,1067.47,,1067.47,,
6184,9-Nov-2016,200666,nil,9-Nov-2016,BM1B2L4,24539.00,27729.07,24539.00,27606.38,122.70,,122.70,,
6450,2-Nov-2016,200668,nil,1-Dec-2016,BM9C4F2,11250.00,12825.00,58186.94,66333.11,53508.11,,-53508.11,,
6808,9-Nov-2016,200673,nil,1-Dec-2016,BM9C5M2,6666.50,7599.81,131666.50,150099.81,142500.00,,-142500.00,,
6824,10-Nov-2016,200674,nil,10-Nov-2016,BM0Y9Z5,34737.00,36821.22,85570.50,90704.73,53883.51,,-53883.51,,
6852,10-Nov-2016,200678,nil,1-Dec-2016,BM9A2X9,7446.00,8562.90,41452.00,47669.80,39106.90,,-39106.90,,
6851,10-Nov-2016,200680,nil,1-Dec-2016,BM9A9T4,233.00,244.65,1639.05,1721.00,1476.35,,-1476.35,,
6723,11-Nov-2016,200684,nil,1-Dec-2016,BM9C4X7,2737.68,2874.56,45145.33,47402.60,44528.03,,-44528.03,,
6667,14-Nov-2016,200693,nil,14-Nov-2016,BM9C4R7,8400.00,8820.00,12850.00,13492.50,4672.50,,-4672.50,,
6885,15-Nov-2016,200699,nil,1-Dec-2016,BM9A2W9,13360.00,15364.00,50110.40,57626.96,42262.96,,-42262.96,,
5671,1-Jun-2016,200708,nil,1-Aug-2016,BM9A6W3,841.40,950.78,2199731.10,2474697.49,2473746.71,,-2473746.71,,
6708,6-Jun-2016,200709,nil,31-May-2016,BM0W7G6,12481.20,14103.76,4542365.34,5110161.01,5096057.25,,-5096057.25,"This order in sprint has 114 line items and the bible total recorded here is the sum of all of them, the difference exists in tax amount = Rs.22194.732.",
6733,10-Nov-2016,200726,nil,10-Nov-2016,BM9C4W9,21789.97,24840.57,358941.12,409192.88,384352.31,,-384352.31,,
6741,17-Nov-2016,200727,nil,1-Dec-2016,BM9C4Z7,1245.00,1431.75,9960.00,11454.00,10022.25,,-10022.25,,
6495,3-Nov-2016,200730,nil,1-Dec-2016,BM0C7V1,254.20,287.25,3176.92,3574.04,3286.79,,-3286.79,,
6814,15-Nov-2016,200732,nil,1-Dec-2016,BM9C5Z9,10000.00,11400.00,35602.28,40586.60,29186.60,,-29186.60,,
6809,11-Nov-2016,200734,nil,1-Dec-2016,BM9B6T9,5001.04,5701.19,13063.60,14892.50,9191.32,,-9191.32,,
6691,11-Nov-2016,200735,nil,1-Dec-2016,BM9C4M2,3487.50,3975.75,87118.75,99315.38,95339.63,,-95339.63,,
5198,22-Jun-2016,200736,nil,30-Nov-2016,BM9A7P4,398766.90,458581.94,767798.90,882968.74,424386.80,,-424386.80,,
6947,21-Nov-2016,200752,nil,1-Dec-2016,BM0K8H6,6453.00,7420.95,36203.00,41633.45,34212.50,,-34212.50,,
6934,22-Nov-2016,200756,nil,22-Nov-2016,BM9C7H8,1765.00,2082.70,5488.00,6475.84,4393.14,,-4393.14,,
6949,21-Nov-2016,200764,nil,1-Dec-2016,BM9C7S2,10434.72,11999.93,36810.32,42331.87,30331.94,,-30331.94,,
6898,22-Nov-2016,200765,nil,1-Dec-2016,BM9A9U6,972.00,1020.60,1944.00,2041.20,1020.60,,-1020.60,,
6914,15-Nov-2016,200768,nil,1-Dec-2016,BM9A9T2,2000.00,2100.00,7870.00,8263.50,6163.50,,-6163.50,,
6902,14-Nov-2016,200769,nil,1-Dec-2016,BM9A4E4,1650.00,1881.00,24899.92,28385.91,26504.91,,-26504.91,,
6903,14-Nov-2016,200770,nil,1-Dec-2016,BM0O4E6,120.00,136.80,8660.20,9872.63,9735.83,,-9735.83,,
6976,23-Nov-2016,200772,nil,1-Dec-2016,BM9C6A7,4950.00,5643.00,11880.00,13543.20,7900.20,,-7900.20,,
6821,24-Nov-2016,200785,nil,24-Nov-2016,BM9C5S6,25789.60,27336.98,92465.60,98013.54,70676.56,,-70676.56,,
6141,24-Nov-2016,200786,nil,1-Dec-2016,BM0H6K0,4739.70,5403.26,9778.60,11147.60,5744.35,,-5744.35,,
6882,25-Nov-2016,200800,nil,1-Dec-2016,BM9C6Q6,1000.00,1140.00,1255.00,1430.70,290.70,,-290.70,,
7000,23-Nov-2016,200801,nil,1-Dec-2016,BM1B1Z2,4700.00,5405.00,8700.00,10005.00,4600.00,,-4600.00,,
6792,8-Nov-2016,200803,nil,1-Dec-2016,BM0K8H8,1488.00,1711.20,21373.30,24579.30,22868.10,,-22868.10,,
6432,25-Nov-2016,200805,nil,25-Nov-2016,BM9C4C9,374.00,426.36,1445.10,1647.41,1221.05,,-1221.05,,
6978,23-Nov-2016,200806,nil,1-Dec-2016,BM9B9U9,20329.28,23175.38,95781.28,109190.66,86015.28,,-86015.28,,
6981,23-Nov-2016,200808,nil,1-Dec-2016,BM9B9V2,3427.00,3906.78,38346.00,43714.44,39807.66,,-39807.66,,
7022,25-Aug-2016,200812,nil,1-Dec-2016,BM9A8B3,26075.00,29725.50,54650.00,62301.00,32575.50,,-32575.50,,
7017,29-Nov-2016,200814,nil,1-Dec-2016,BM0K8L1,12384.00,13003.20,66958.00,70305.90,57302.70,,-57302.70,,
7038,29-Nov-2016,200818,nil,1-Dec-2016,BM0O4V2,14000.00,15960.00,17900.00,20406.00,4446.00,,-4446.00,,
6881,29-Nov-2016,200819,nil,1-Dec-2016,BM9C5T2,1082.36,1136.48,8519.86,8945.85,7809.38,,-7809.38,,
7048,29-Nov-2016,200825,nil,1-Dec-2016,BM0K8Y0,7200.00,7200.00,11600.00,11600.00,4400.00,,-4400.00,,
6674,1-Oct-2016,200826,nil,1-Nov-2016,BM9C4L7,1095239.72,1117144.51,2049999.02,2090999.00,973854.49,,-973854.49,,
6590,10-Nov-2016,200827,nil,1-Dec-2016,BM9C8F5,178.50,203.49,217074.55,247464.99,247261.50,,-247261.50,,
7054,29-Nov-2016,200832,nil,1-Dec-2016,BM9C7S2,5217.36,5999.96,8272.36,9513.21,3513.25,,-3513.25,,
7055,30-Nov-2016,200834,nil,1-Dec-2016,BM0O4L2,2640.00,3009.60,7302.50,8324.85,5315.25,,-5315.25,,
6894,17-Nov-2016,200835,nil,1-Dec-2016,BM0O4H5,2400.00,2736.00,84895.60,96780.98,94044.98,,-94044.98,,
6410,1-Dec-2016,200836,nil,1-Dec-2016,BM9B1C6,25530.00,29104.20,39609.00,45154.26,16050.06,,-16050.06,,
7083,5-Dec-2016,200841,nil,5-Dec-2016,BM9C8T4,15000.00,17100.00,20000.00,22800.00,5700.00,,-5700.00,,
7106,10-May-2016,200844,nil,10-May-2016,BM1B2C4,23176.00,26420.64,40784.00,46493.76,20073.12,,-20073.12,,
7105,16-May-2016,200845,nil,16-May-2016,BM0O8A1,12542.88,14298.88,25809.40,29422.72,15123.83,,-15123.83,,
6921,21-Nov-2016,200846,nil,1-Dec-2016,BM0L0B3,4888.00,5621.20,15721.20,18079.38,12458.18,,-12458.18,,
7081,6-Dec-2016,200847,nil,6-Dec-2016,BM9C8S4,19554.88,20728.17,23823.17,25252.56,4524.39,,-4524.39,,
6923,6-Dec-2016,200852,nil,6-Dec-2016,BM9C7W1,8221.50,9454.73,15326.50,17625.48,8170.75,,-8170.75,,
6805,7-Dec-2016,200854,nil,7-Dec-2016,BM9C5M7,127.10,133.46,13144.50,13801.73,13668.27,,-13668.27,,
7129,7-Dec-2016,200856,nil,7-Dec-2016,BM9B8L8,33700.00,38418.00,206200.00,235068.00,196650.00,,-196650.00,,
6628,8-Dec-2016,200865,nil,8-Dec-2016,BM9C5A6,7500.00,7950.00,-1290.00,-1367.40,9317.40,,9317.40,,
7113,12-Dec-2016,200872,nil,12-Dec-2016,BM9C8V6,1050.18,1102.69,1450.18,1522.69,420.00,,-420.00,,
6807,8-Dec-2016,200875,nil,8-Dec-2016,BM9C5V3,20000.00,22800.00,32780.50,37369.77,14569.77,,-14569.77,,
7165,10-Dec-2016,200877,nil,10-Dec-2016,BM9C8K4,102900.00,109074.00,207900.00,220374.00,111300.00,,-111300.00,,
7167,10-Dec-2016,200878,nil,10-Dec-2016,BM9C8K4,7350.00,7791.00,17850.00,18921.00,11130.00,,-11130.00,,
6512,12-Dec-2016,200879,nil,12-Dec-2016,BM9A8C8,2415.00,2753.10,34615.00,39461.10,36708.00,,-36708.00,,
7168,10-Dec-2016,200880,nil,10-Dec-2016,BM9C8K4,102900.00,109074.00,207900.00,220374.00,111300.00,,-111300.00,,
7163,10-Dec-2016,200881,nil,10-Dec-2016,BM9C8K4,69825.00,74014.50,141225.00,149698.50,75684.00,,-75684.00,,
7169,10-Dec-2016,200882,nil,10-Dec-2016,BM9C8K4,3675.00,3895.50,7875.00,8347.50,4452.00,,-4452.00,,
7170,10-Dec-2016,200883,nil,10-Dec-2016,BM9C8K4,33075.00,35059.50,68775.00,72901.50,37842.00,,-37842.00,,
7171,10-Dec-2016,200884,nil,10-Dec-2016,BM9C8K4,33075.00,35059.50,68775.00,72901.50,37842.00,,-37842.00,,
7174,10-Dec-2016,200885,nil,10-Dec-2016,BM9C8K4,73500.00,77910.00,147000.00,155820.00,77910.00,,-77910.00,,
7104,13-Dec-2016,200886,nil,13-Dec-2016,BM9C8Z1,350.00,367.50,3037.50,3189.38,2821.88,,-2821.88,,
7189,13-Dec-2016,200887,nil,13-Dec-2016,BM9C6R2,1625.00,1706.25,11562.50,12140.63,10434.38,,-10434.38,,
7161,14-Dec-2016,200895,nil,14-Dec-2016,BM9C9Q1,7050.00,8037.00,10180.00,11605.20,3568.20,,-3568.20,,
6957,15-Dec-2016,200898,nil,15-Dec-2016,BM9C7Y6,5756.80,6102.21,28784.00,30511.04,24408.83,,-24408.83,,
7096,12-Dec-2016,200899,nil,12-Dec-2016,BM9C8V9,3754.36,3979.62,93803.21,99431.40,95451.78,,-95451.78,,
6710,15-Dec-2016,200902,nil,15-Dec-2016,BM9C4R9,11765.00,12353.25,23530.00,24706.50,12353.25,,-12353.25,,
7221,16-Dec-2016,200908,nil,16-Dec-2016,BM9C9T4,2408.40,2528.82,5658.40,5941.32,3412.50,,-3412.50,,
6255,15-Nov-2016,200909,nil,1-Dec-2016,BM9B9U9,40658.56,46350.76,165902.74,189129.12,142778.37,,-142778.37,,
7250,16-Dec-2016,200910,nil,16-Dec-2016,BM9C9W8,1938.96,2035.91,2793.92,2933.62,897.71,,-897.71,,
6768,17-Dec-2016,200911,nil,17-Dec-2016,BM9C5G4,54829.84,62506.02,79713.92,90873.87,28367.85,,-28367.85,,
7251,15-Dec-2016,200913,nil,15-Dec-2016,BM0C9A8,318.68,325.05,1714.92,1749.22,1424.16,,-1424.16,,
6854,25-Nov-2016,200914,nil,25-Nov-2016,BM9C8D8,259.00,295.26,1115.00,1271.10,975.84,,-975.84,,
6332,17-Oct-2016,200918,nil,17-Oct-2016,BM9C2A6,22482.57,23831.52,310291.18,328908.65,305077.13,,-305077.13,,
7243,16-Dec-2016,200923,nil,16-Dec-2016,BM9C9M7,18268.00,19364.08,40724.00,43167.44,23803.36,,-23803.36,,
7164,20-Dec-2016,200924,nil,20-Dec-2016,BM9C9S5,1612.80,1693.44,3333.60,3500.28,1806.84,,-1806.84,,
5692,6-Oct-2016,200925,nil,6-Oct-2016,BM0C9D0,988.76,1038.20,146638.00,153969.90,152931.70,,-152931.70,,
7127,21-Dec-2016,200927,nil,21-Dec-2016,BM9C9F8,4918.24,5606.79,5748.68,6553.50,946.70,,-946.70,,
5643,4-Oct-2016,200942,nil,1-Nov-2016,BM1A4X2,1299999.00,1481998.86,1309999.00,1493398.86,11400.00,,-11400.00,,
7325,23-Dec-2016,200952,nil,23-Dec-2016,BM9A9U6,2916.00,3061.80,7898.30,8293.22,5231.42,,-5231.42,,
5699,19-Aug-2016,200956,nil,19-Aug-2016,BM9A5Y9,69761.04,79527.59,79761.04,90927.59,11400.00,,-11400.00,,
6302,11-Nov-2016,200958,nil,1-Dec-2016,BM9B9Y1,69450.00,79173.00,81525.00,92938.50,13765.50,,-13765.50,,
6774,28-Dec-2016,200961,nil,28-Dec-2016,BM9C5G6,15717.06,17917.45,21383.72,24377.44,6459.99,,-6459.99,,
7237,28-Dec-2016,200964,nil,28-Dec-2016,BM9D1C6,6896.00,7240.80,14616.00,15346.80,8106.00,,-8106.00,,
7148,26-Dec-2016,200965,nil,26-Dec-2016,BM9C9N7,3875.00,4417.50,22750.00,25935.00,21517.50,,-21517.50,,
7003,16-Dec-2016,200967,nil,16-Dec-2016,BM9C8Q7,4022.58,4585.74,51711.02,58950.56,54364.82,,-54364.82,,
6577,2-Nov-2016,200973,nil,2-Nov-2016,BM1G0Q7,225015.44,236266.21,286031.44,300333.01,64066.80,,-64066.80,,
6748,21-Oct-2016,200974,nil,21-Oct-2016,BM1G0Q7,339437.28,356409.14,436429.28,458250.74,101841.60,,-101841.60,,
7086,29-Dec-2016,200977,nil,29-Dec-2016,BM9C8S8,16737.50,19080.75,135831.25,154847.63,135766.88,,-135766.88,,
5736,8-Dec-2016,200982,nil,8-Dec-2016,BM9C8Y1,23900.00,24378.00,27293.80,27839.68,3461.68,,-3461.68,,
6755,14-Sep-2016,200991,nil,14-Sep-2016,BM1G0Q6,188571.02,197999.57,254677.02,267410.87,69411.30,,-69411.30,,
6982,23-Nov-2016,200995,nil,8-Jan-2017,BM9B9U9,20329.28,23175.38,109538.28,124873.64,101698.26,,-101698.26,,
7008,21-Sep-2016,201000,nil,2-Dec-2016,BM9C8P8,2626.00,2993.64,11276.00,12854.64,9861.00,,-9861.00,,
7193,4-Jan-2017,201002,nil,4-Jan-2017,BM9D1A9,936.00,992.16,921.00,976.26,15.90,,15.90,,
7451,4-Jan-2017,201003,nil,4-Jan-2017,BM9B8A8,2592.00,2721.60,4536.00,4762.80,2041.20,,-2041.20,,
7322,4-Jan-2017,201005,nil,4-Jan-2017,BM9D1Q3,1900.00,2185.00,5050.00,5807.50,3622.50,,-3622.50,,
7166,16-Dec-2016,201007,nil,16-Dec-2016,BM9B4A4,3882.00,4425.48,6132.00,6990.48,2565.00,,-2565.00,,
6717,29-Dec-2016,201009,nil,29-Dec-2016,BM0C718,5263.60,5263.60,7796.89,7796.89,2533.29,,-2533.29,,
7467,5-Jan-2017,201012,nil,5-Jan-2017,BM0O3Y7,1750.30,1995.34,6865.59,7826.77,5831.43,,-5831.43,,
7483,1-Jan-2017,201014,nil,1-Jan-2017,BM0O4F4,344.80,393.07,5961.90,6796.57,6403.49,,-6403.49,,
7485,1-Jun-2017,201015,nil,1-Jan-2017,BM0O4R2,27.05,30.84,3879.09,4422.16,4391.33,,-4391.33,,
7486,1-Jun-2017,201016,nil,1-Jan-2017,BM9A4E4,291.70,332.54,2092.40,2385.34,2052.80,,-2052.80,,
7488,6-Jan-2017,201031,nil,6-Jan-2017,BM9A2W9,13360.00,15364.00,50110.40,57626.96,42262.96,,-42262.96,,
7463,6-Jan-2017,201032,nil,6-Jan-2017,BM0O4T6,3394.55,3869.79,250012.88,285014.68,281144.90,,-281144.90,,
7530,9-Jan-2017,201037,nil,15-Jan-2017,BM0K8R8,14400.00,15120.00,21850.00,22942.50,7822.50,,-7822.50,,
7134,11-Jan-2017,201045,nil,15-Jan-2017,BM9C9P6,30582.00,34863.48,115536.00,131711.04,96847.56,,-96847.56,,
7563,11-Jan-2017,201049,nil,15-Jan-2017,BM0K8T8,250.00,287.50,16874.50,19405.68,19118.18,,-19118.18,,
5184,26-Oct-2016,201050,nil,26-Oct-2016,BM9A7P7,62860.00,72289.00,152876.00,175807.40,103518.40,,-103518.40,,
7182,28-Dec-2016,201051,nil,28-Dec-2016,BM9D1E2,6800.00,7752.00,32186.68,36692.82,28940.82,,-28940.82,,
7590,13-Jan-2017,201063,nil,15-Jan-2017,BM9C8Z8,7778.00,8166.90,22075.50,23179.28,15012.38,,-15012.38,,
7591,14-Jan-2017,201065,nil,31-Dec-2016,BM9B7J7,945.00,1077.30,1145.00,1305.30,228.00,,-228.00,,
7583,13-Jan-2017,201067,nil,22-Jan-2017,BM0O4P6,33.95,38.70,28332.76,32299.35,32260.64,,-32260.64,,
7602,16-Jan-2017,201068,nil,22-Jan-2017,BM0K8L1,13760.00,14448.00,72475.00,76098.75,61650.75,,-61650.75,,
7603,16-Jan-2017,201069,nil,16-Jan-2017,BM0K8Y0,3600.00,3780.00,9332.00,9798.60,6018.60,,-6018.60,,
7582,13-Jan-2017,201070,nil,22-Jan-2017,BM0O4E6,53.00,60.42,9563.52,10902.41,10841.99,,-10841.99,,
7471,28-Feb-2017,201072,nil,28-Feb-2017,BM9D3Y1,13327.20,13327.20,239491.70,239491.70,226164.50,,-226164.50,,
7607,28-Feb-2017,201073,nil,28-Feb-2017,BM9D3Y1,13699.60,13699.60,245057.80,245057.80,231358.20,,-231358.20,,
7608,28-Feb-2017,201074,nil,28-Feb-2017,BM9D3Y1,13568.96,13568.96,243105.48,243105.48,229536.52,,-229536.52,,
7606,16-Jan-2017,201075,nil,16-Jan-2017,BM0K8V4,11650.00,13397.50,15973.00,18368.95,4971.45,,-4971.45,,
7526,17-Jan-2017,201077,nil,17-Jan-2017,BM9D3U1,6302.19,6680.32,37816.42,40085.41,33405.08,,-33405.08,,
7452,17-Jan-2017,201079,nil,17-Jan-2017,BM9D3M4,16938.66,19310.07,224315.26,255719.40,236409.32,,-236409.32,,
6652,16-Jan-2017,201080,nil,22-Jan-2017,BM9C4N8,1049.52,1102.00,29452.92,30925.57,29823.57,,-29823.57,,
5483,16-Jan-2017,201081,nil,16-Jan-2017,BM9B3D8,1432.00,1503.60,2478.00,2601.90,1098.30,,-1098.30,,
7633,18-Jan-2017,201085,nil,22-Jan-2017,BM0Z0P6,10000.00,10500.00,23694.00,24878.70,14378.70,,-14378.70,,
7424,18-Jan-2017,201086,nil,22-Jan-2017,BM9D2N9,25900.14,29526.16,70182.21,80007.72,50481.56,,-50481.56,,
7361,17-Jan-2017,201090,nil,22-Jan-2017,BM9B7H8,12677.73,13438.39,12170.61,12900.85,537.55,,537.55,,
7651,20-Jan-2017,201100,nil,22-Jan-2017,BM9D4M4,4390.00,4609.50,34028.92,35730.37,31120.87,,-31120.87,,
7437,28-Dec-2016,201102,nil,8-Jan-2017,BM9D2T3,47627.36,54295.19,1609620.57,1834967.45,1780672.26,,-1780672.26,,
7441,28-Dec-2016,201103,nil,8-Jan-2017,BM9D2V6,259730.38,275314.20,2304947.04,2443243.86,2167929.66,,-2167929.66,,
7442,28-Dec-2016,201104,nil,28-Dec-2016,BM9D2W6,165903.16,189129.60,2055482.67,2343250.24,2154120.64,,-2154120.64,,
7400,23-Jan-2017,201111,nil,23-Jan-2017,BM9D2N4,12149.00,12877.94,24331.00,25790.86,12912.92,,-12912.92,,
7701,24-Jan-2017,201115,nil,24-Jan-2017,BM9A1K1,3054.90,3207.65,8272.26,8685.87,5478.23,,-5478.23,,
7705,24-Jan-2017,201117,nil,24-Jan-2017,BM9A9T2,4000.00,4600.00,8566.00,9850.90,5250.90,,-5250.90,,
6909,2-Jan-2017,201119,nil,2-Jan-2017,BM9C6U3,10863.00,12383.82,153584.99,175086.89,162703.07,,-162703.07,,
7297,23-Jan-2017,201121,nil,23-Jan-2017,BM9D1K7,3417.00,3587.85,22792.00,23931.60,20343.75,,-20343.75,,
7695,25-Jan-2016,201122,nil,25-Jan-2016,BM9D5B1,3843.48,4381.57,8365.22,9536.35,5154.78,,-5154.78,,
7698,25-Jan-2017,201124,nil,25-Jan-2017,BM9D4Y4,13806.52,15739.43,15165.22,17288.35,1548.92,,-1548.92,,
7743,25-Jan-2017,201127,nil,25-Jan-2017,BM9D5H2,49960.00,56954.40,65500.00,74670.00,17715.60,,-17715.60,,
7653,31-Jan-2017,201136,nil,31-Jan-2017,BM9D4Y1,6132.00,6132.00,13732.00,13732.00,7600.00,,-7600.00,,
7418,31-Jan-2017,201137,nil,31-Jan-2017,BM9D2T1,2317.00,2456.02,5854.00,6205.24,3749.22,,-3749.22,,
7648,16-Jan-2017,201140,nil,22-Jan-2017,BM9C8K4,14700.00,15582.00,48300.00,51198.00,35616.00,,-35616.00,,
7650,16-Jan-2017,201141,nil,22-Jan-2017,BM9C8K4,11025.00,11686.50,44625.00,47302.50,35616.00,,-35616.00,,
7647,16-Jan-2017,201142,nil,22-Jan-2017,BM9C8K4,14700.00,15582.00,18900.00,20034.00,4452.00,,-4452.00,,
7642,16-Jan-2017,201144,nil,22-Jan-2017,BM9C8K4,36750.00,38955.00,171150.00,181419.00,142464.00,,-142464.00,,
7406,31-Jan-2017,201147,nil,31-Jan-2017,BM9D3B5,63500.57,67310.60,172107.95,182434.43,115123.82,,-115123.82,,
7755,31-Jan-2017,201152,nil,31-Jan-2017,BM9D5L2,1540.00,1755.60,4860.00,5540.40,3784.80,,-3784.80,,
7752,1-Feb-2017,201155,nil,1-Feb-2017,BM9D5M9,77.92,81.82,8087.50,8491.88,8410.06,,-8410.06,,
7807,28-Feb-2017,201156,nil,28-Feb-2017,BM9D3Y1,13513.84,15540.92,210679.92,242281.91,226740.99,,-226740.99,,
7745,2-Feb-2017,201160,nil,2-Feb-2017,BM0O4C8,37344.00,42572.16,48284.40,55044.22,12472.06,,-12472.06,,
7871,6-Feb-2017,201172,nil,6-Feb-2017,BM9D4X7,1280.00,1344.00,7336.00,7702.80,6358.80,,-6358.80,,
7741,3-Feb-2017,201173,nil,3-Feb-2017,BM9D5H8,2819.04,3213.71,8209.04,9358.31,6144.60,,-6144.60,,
7287,6-Feb-2017,201174,nil,6-Feb-2017,BM9D2A5,30000.00,34200.00,90000.00,102600.00,68400.00,,-68400.00,,
7889,7-Feb-2017,201176,nil,7-Feb-2017,BM9A1K1,3054.90,3207.65,6585.18,6914.44,3706.79,,-3706.79,,
7549,3-Feb-2017,201178,nil,3-Feb-2017,BM9C5J8,32000.00,32640.00,70812.50,72228.75,39588.75,,-39588.75,,
7084,7-Feb-2017,201182,nil,7-Feb-2017,BM9C8T8,991918.37,1130786.94,1180309.72,1345553.08,214766.14,,-214766.14,,
7540,9-Feb-2017,201184,nil,9-Feb-2017,BM9D3D5,3452.64,3659.80,5400.01,5724.01,2064.21,,-2064.21,,
7939,10-Feb-2017,201186,nil,10-Feb-2017,BM0K9A3,8960.00,10304.00,10002.00,11502.30,1198.30,,-1198.30,,
7798,10-Feb-2017,201187,nil,10-Feb-2017,BM9D5S3,2305.60,2628.38,20533.26,23407.92,20779.53,,-20779.53,,
7702,10-Feb-2017,201190,nil,10-Feb-2017,BM9D5C8,10940.88,12472.60,19363.88,22074.82,9602.22,,-9602.22,,
7860,10-Feb-2017,201195,nil,12-Feb-2017,BM9D5Y2,238.96,272.41,6929.75,7899.92,7627.50,,-7627.50,,
7688,24-Jan-2017,201201,nil,24-Jan-2017,BM9A8T4,46956.52,53060.87,96598.52,109156.33,56095.46,,-56095.46,,
7829,17-Feb-2017,201204,nil,17-Feb-2017,BM9D5V6,1842.39,2100.32,22598.02,25761.74,23661.42,,-23661.42,,
7979,14-Feb-2017,201205,nil,14-Feb-2017,BM9D6V5,500.00,570.00,1000.00,1140.00,570.00,,-570.00,,
7990,14-Feb-2017,201208,nil,14-Feb-2017,BM9A9U6,388.80,408.24,2090.90,2195.45,1787.21,,-1787.21,,
7993,14-Feb-2017,201209,nil,14-Feb-2017,BM9D6Z8,36936.00,42107.04,74649.60,85100.54,42993.50,,-42993.50,,
7346,6-Feb-2017,201212,nil,6-Feb-2017,BM9D1V9,24547.20,27983.81,822447.20,937589.81,909606.00,,-909606.00,,
7996,15-Feb-2017,201214,nil,15-Feb-2017,BM9C8K4,7980.00,8458.80,12540.00,13292.40,4833.60,,-4833.60,,
7997,15-Feb-2017,201215,nil,15-Feb-2017,BM9C8K4,3990.00,4229.40,6270.00,6646.20,2416.80,,-2416.80,,
8005,15-Feb-2017,201217,nil,15-Feb-2017,BM9C8K5,3990.00,4229.40,6270.00,6646.20,2416.80,,-2416.80,,
7699,17-Feb-2017,201219,nil,17-Feb-2017,BM9D6V7,18500.00,21090.00,19500.00,22230.00,1140.00,,-1140.00,,
7729,14-Feb-2017,201220,nil,14-Feb-2017,BM9D5X3,1109.64,1264.99,16323.56,18608.86,17343.87,,-17343.87,,
