Duplicate Company Name? - Final (Yes / No),Corrected Company Name - Final,Company Name,Corrected Alias Name - Final,Company Alias,Customer or Supplier?
,Highly Electrical Appliances India Pvt. Ltd.,Highly Electrical Appliances India Pvt. Ltd.,Highly Elec Appl.,Highly Elec Appl.,Customer
,Hilton Hotel,Hilton Hotel,Hilton Hotel,Hilton Hotel,Customer
,Himalaya Enterprises,Himalaya Enterprises,Himalaya Enterprises,Himalaya Enterprises,Customer
,Himanshu Projects Pvt. Ltd.,Himanshu Projects Pvt. Ltd.,Himanshu Projects,Himanshu Projects,Customer
,Hindalco Industries Ltd.,Hindalco Industries Ltd.,Hindalco,HindalCo,Customer
,Hind Offshore Pvt. Ltd.,Hind Offshore Pvt. Ltd.,Hind Offshore,Hind Offshore,Customer
,Hind Rectifiers Ltd.,Hind Rectifiers Ltd.,Hind Rectifiers,Hind Rectifiers,Customer
,Hinduja Foundries,Hinduja Foundries,Hinduja Foundries,Hinduja Foundries,Customer
,Hindustan Aeronautics Ltd.,Hindustan Aeronautics Ltd.,HAL,Hindustan Aeronautic,Customer
,Hindustan Colas Pvt. Ltd.,Hindustan Colas Pvt. Ltd.,Hindustan Colas,Hindustan Colas,Customer
,Hindustan Dorr-Oliver Ltd.,Hindustan Dorr-Oliver Ltd.,Hindustan Dorr-Oliver,Hindustan Dorr-Oliver,Customer
,Hindustan Petroleum Corporation Ltd.,Hindustan Petroleum Corporation Ltd.,HPCL,HPCL,Customer
,Hindustan Unilever Ltd.,Hindustan Unilever Ltd.,HUL,HUL,Customer
Yes,Hindustan Zinc Ltd,Hindustan Zinc Ltd,HZL,Hindustan Zinc,Customer
Yes,Hindustan Zinc Ltd,Hindustan Zinc Ltd.,HZL,Hindustan Zinc,Customer
,Hindusthan M-I Swaco Pvt. Ltd.,Hindusthan M-I Swaco Pvt. Ltd.,Hindusthan M-I Swaco,Hindusthan M-I Swaco,Customer
,Hirschvogel Components India Pvt. Ltd.,Hirschvogel Components India Pvt. Ltd.,Hirschvogel,Hirschvogel,Customer
,Hitachi Automotive Systems India Pvt. Ltd.,Hitachi Automotive Systems India Pvt. Ltd.,Hitachi,Hitachi,Customer
,Hitanshi Metal,Hitanshi Metal,Hitanshi Metal,Hitanshi Metal,Customer
,Hitech Survey System,Hitech Survey System,Hitech Survey,Hitech Survey,Customer
,HMT Machine Tools Ltd.,HMT Machine Tools Ltd.,HMT,HMT Machine,Customer
,HN Hospital,HN HOSPITAL,HN Hospital,HNH,Customer
,Hoerbiger India Serial Technology Pvt. Ltd.,Hoerbiger India Serial Technology Pvt. Ltd.,Hoerbiger,Hoerbiger,Customer
,Holm KK Extrusion Pvt. Ltd.,Holm KK Extrusion Pvt. Ltd.,Holm KK Extrusion,Holm KK Extrusion,Customer
,Honda Cars India Ltd.,Honda Cars India Ltd.,Honda,HONDA,Customer
,Honda Motorcycle and Scooter India Pvt. Ltd.,Honda Motorcycle and Scooter India Pvt. Ltd.,Honda,HONDA,Customer
,Honeywell (Industrial and Commercial thermal),Honeywell (Industrial and Commercial thermal),Honeywell,Honeywell,Customer
,Hora Art Centre Pvt. Ltd.,Hora Art Centre Pvt. Ltd.,Hora Art,Hora Art,Customer
,Horse Power Feed and Supplements LLP,Horse Power Feed and Supplements LLP,Horse Power Feed,Horse Power Feed,Customer
,HPCL Mittal Energy Ltd.,HPCL Mittal Energy Ltd.,HMEL,HPCL Mittal Energy Ltd.,Customer
,HPCL Mittal Pipelines Ltd.,HPCL Mittal Pipelines Ltd.,HMPL,HPCL Mittal Energy Ltd.,Customer
,HP International,HP International,HP International,HP International,Customer
,HPL Additives Ltd.,HPL Additives Ltd.,HPL Additives,HPL,Customer
,HPT Construction Engineering and Trading JSC,HPT Construction Engineering and Trading JSC,HPT Construction,HPT Construction,Customer
,HSIL Ltd.,HSIL Ltd.,HSIL,HSIL,Customer
,HT Media Ltd.,HT Media Ltd.,HT Media,HT Media,Customer
,Huntsman International India Pvt Ltd,Huntsman International India Pvt Ltd,Huntsman,Huntsman,Customer
,Husco Hydraulics Pvt. Ltd.,Husco Hydraulics Pvt. Ltd.,Husco Hydraulics,Husco,Customer
,Husna Khan,Husna Khan,Husna Khan,Husna Khan,Customer
,Huvepharma SEA (Pune) Pvt. Ltd.,Huvepharma SEA (Pune) Pvt. Ltd.,Huvepharma,Huvepharma,Customer
,HVD Distributors Pvt. Ltd.,HVD Distributors Pvt. Ltd.,HVD Distributors,HVD Distributors,Customer
,Hyatt Regency,Hyatt Regency,Hyatt,HYATT,Customer
,Hyosung T&D India Pvt. Ltd.,Hyosung T and D India Pvt. Ltd.,Hyosung,Hyosung,Customer
,Hyphen Exports,Hyphen Exports,Hyphen Exports,Hyphen Exports,Customer
,Hytech Educational Equipment Pvt. Ltd.,Hytech Educational Equipment Pvt. Ltd.,Hytech Educational,Hytech Educational,Customer
,Hyundai Construction Equipment India Pvt. Ltd.,Hyundai Construction Equipment India Pvt. Ltd.,Hyundai,Hyundai,Customer
,Hyva India Pvt. Ltd.,Hyva India Pvt. Ltd.,Hyva,Hyva,Customer
,I3PL India Pvt. Ltd.,I3PL India Pvt. Ltd.,I3PL,I3PL India,Customer
,IAC International Automotive India Pvt. Ltd.,IAC International Automotive India Pvt. Ltd.,IAC,IAC International,Customer
,IBS Hospital,IBS Hospital,IBS Hospital,IBS Hospital,Customer
,I-CHESS Chemicals Pvt. Ltd.,I-CHESS Chemicals Pvt. Ltd.,I-CHESS Chemicals,I-Chess,Customer
,ICICI Prudential,ICICI Prudential,ICICI,ICICI,Customer
,IDBI Federal Life Insurance Co. Ltd.,IDBI Federal Life Insurance Co. Ltd.,IDBI,IDBI,Customer
,IEEC Power Electronics Pvt. Ltd.,IEEC Power Electronics Pvt. Ltd.,IEEC Power Electronics,IEEC Power Electronics Pvt. Ltd.,Customer
,IG Petrochemicals Ltd.,IG Petrochemicals Ltd.,IG Petrochemicals,IG Petrochemicals,Customer
,IHQ of MoD (Army)-(OSCC),IHQ of MoD (Army)-(OSCC),Indian Army,Indian Army,Customer
,IMCD Asia Pacific Technical Centre,IMCD Asia Pacific Technical Centre,IMCD Aisa Pacific,IMCD Aisa Pacific,Customer
,Inarco Pvt. Ltd.,Inarco Pvt. Ltd.,Inarco,Inarco,Customer
,Incedo Technology Solutions Ltd.,Incedo Technology Solutions Ltd.,Incedo Technology,Incedo Technology,Customer
,Indcon Projects and Equipment Ltd.,Indcon Projects and Equipment Ltd.,Indcon Projects,Indcon Projects,Customer
,Indeed India Operations Pvt. Ltd.,Indeed India Operations Pvt. Ltd..,Indeed,Indeed India,Customer
,India Crank Manufacturing Co.,India Crank Manufacturing Co.,India Crank,India Crank Mfg,Customer
,IndiaFIRST Robotics,IndiaFIRST Robotics,IndiaFIRST Robotics,IndiaFIRST Robotics,Customer
,India Forge and Drop Stamping Pvt. Ltd.,India Forge and Drop Stamping Pvt. Ltd.,India Forge,India Forge,Customer
,India Metal One Steel Plate Processing Pvt. Ltd.,India Metal One Steel Plate Processing Pvt. Ltd.,India Metal One,Metal One,Customer
,Indian Agricultural Research Institute,Indian Agricultural Research Institute,IARI,IARI,Customer
,Indiana Traders,Indiana Traders,Indiana Traders,Indiana Traders,Customer
,Indian Council of Agricultural Research,Indian Council of Agricultural Research,ICAR,ICAR,Customer
,Indian Express Ltd,Indian Express Ltd,Indian Express,Indian Express,Customer
,Indian Immunologicals Ltd.,Indian Immunologicals Ltd.,Indian Immunologicals,Indian Immunological,Customer
,Indian Institute of Maize Research,Indian Institute of Maize Research,Indian Institute of Maize Research,Indian Institute of Maize Research,Customer
,Indian Institute Of Science Education & Research,Indian Institute Of Science Education & Research,IISER,Legacy Account,Customer
,Indian Institute of Technology Bombay,Indian Institute of Technology Bombay,IIT,IIT,Customer
,Indian Institute of Technology Delhi,Indian Institute of Technology Delhi,IIT,IIT,Customer
,India Nippon Electrical Ltd.,India Nippon Electrical Ltd.,India Nippon Electrical,India Nippon Elec.,Customer
,Indian Navy,Indian Navy,Indian Navy,Indian Navy,Customer
,Indian Oil Corporation Ltd.,Indian Oil Corporation Ltd.,IOCL,IOCL,Customer
,Indian Railway Board,Indian Railway Board,Indian Railways,Indian Railway,Customer
,Indian Rayon,Indian Rayon,Indian Rayon,Indian Rayon,Customer
,Indian Space Research Organization,Indian Space Research Organization,ISRO,ISRO,Customer
,Indian Transformers and Electrical,Indian Transformers and Electrical,Indian Transformers,Indian Transformer,Customer
,Indira Gandhi Centre for Atomic Research,Indira Gandhi Centre for Atomic Research,IGCAR,IGCAR,Customer
,Indobox,Indobox,Indobox,Indobox,Customer
,Indo MIM Pvt. Ltd.,Indo Mim Pvt. Ltd.,Indo MIM,Indo Mim,Customer
,Indo Polygraph Machinery Pvt. Ltd.,Indo Polygraph Machinery Pvt. Ltd.,Indo Polygraph,Indo Polygraph,Customer
Yes,Indraprastha Gas Ltd.,Indraprashta Gas Ltd.,IGL,Indraprashta Gas,Customer
,Indraprastha Apollo Hospitals,Indraprastha Apollo Hospitals,Indraprastha Apollo,Indraprastha Apollo,Customer
Yes,Indraprastha Gas Ltd.,Indraprastha Gas Ltd.,IGL,IGL,Customer
,Industrial Metal Powders India Pvt. Ltd.,Industrial Metal Powders India Pvt. Ltd.,Industrial Metal Powders,Industrial Metal Pow,Customer
,IndustrialSource Technologies,IndustrialSource Technologies,IndustrialSource Tech,IndustrialSource Tec,Customer
,IndySoft eCommerce Pvt. Ltd.,IndySoft eCommerce Pvt. Ltd.,IndySoft,IndySoft,Customer
,Infinity Enterprises,Infinity Enterprises,Infinity Enterprises,Infinity Enterprises,Customer
,Ingersoll Rand Climate Solutions Pvt. Ltd.,Ingersoll Rand Climate Solutions Pvt. Ltd.,IR,IR,Customer
,Ingersoll Rand (India) Ltd.,Ingersoll Rand (India) Ltd.,IR,IR,Customer
,Ingersoll Rand Technologies and Services Pvt. Ltd.,Ingersoll Rand Technologies and Services Pvt. Ltd.,IR,IR,Customer
,Innovation Electronics Pvt. Ltd.,Innovation Electronics Pvt. Ltd.,Innovation Electronics,Innovation Elec,Customer
,Innovative Retail Concepts Pvt. Ltd.,Innovative Retail Concepts Pvt. Ltd.,Big Basket,Big Basket,Customer
,Innovative Tech Pack Ltd.,Innovative Tech Pack Ltd.,Innovative Tech,Innovative Tech,Customer
,"INS Abhimanyu, Indian Navy","INS Abhimanyu, Indian Navy",Indian Navy,Indian Navy,Customer
,"INS Dega, Indian Navy","INS Dega, Indian Navy",Indian Navy,Indian Navy,Customer
,"INS Garuda, Indian Navy","INS Garuda, Indian Navy",Indian Navy,Indian Navy,Customer
,"INS Hansa, Indian Navy","INS Hansa, Indian Navy",Indian Navy,Indian Navy,Customer
,Inspros Engineers Pvt.Ltd,Inspros Engineers Pvt.Ltd,INSPROS ENGINEERS,INSPROS ENGINEERS,Customer
,"INS Rana, Indian Navy","INS Rana, Indian Navy",Indian Navy,Indian Navy,Customer
,Instakart Services Pvt. Ltd.,Instakart Services Pvt. Ltd.,Instakart,Instakart Services,Customer
,"INS Tanaji, Indian Navy","INS Tanaji, Indian Navy",Indian Navy,Indian Navy,Customer
,Institute for Plasma Research,Institute for Plasma Research,Institute for Plasma Research,Institute for Plasma,Customer
,Intas Pharmaceuticals,Intas Pharmaceuticals,Intas Pharma,Intas Pharma,Customer
,Intech Organics Ltd.,Intech Organics Ltd.,Intech Organics,Intech Organics,Customer
,Integral Enterprise LLP,Integral Enterprise LLP,Integral Enterprise,Integral Enterprise,Customer
,Integrated Equipment Ltd.,Integrated Equipment Ltd.,Integrated Equipment,Integrated Equipment,Customer
,Integrated Headquarters of Ministry of Defense (Navy),Integrated Headquarters of Ministry of Defense (Navy),Indian Navy,Indian Navy,Customer
,International Institute of Hotel Management,International Institute of Hotel Management,IIHM,IIHM,Customer
,International Print-O-Pac Ltd.,International Print-O-Pac Ltd.,International Print-O-Pac,International Pac,Customer
,Inter - University Accelerator Centre,Inter - University Accelerator Centre,Inter - University Accelerator Centre,Inter - University Accelerator Centre,Customer
,Intex Technologies India Ltd.,Intex Technologies India Ltd.,INTEX,INTEX,Customer
,Intricast Pvt. Ltd.,Intricast Pvt. Ltd.,Intricast,Intricast,Customer
,Inventia Healthcare Ltd.,Inventia Healthcare Ltd.,Inventia Healthcare,Inventia Healthcare Ltd.,Customer
,IOCL Panipat Refinery,IOCL Panipat Refinery,IOCL,IOCL,Customer
,Ion Exchange India Ltd.,Ion Exchange India Ltd.,Ion Exchange,Ion Exchange,Customer
,IPCA Laboratories Ltd.,IPCA Laboratories Ltd.,IPCA Laboratories,IPCA Laboratories,Customer
,IP Cleaning India Pvt. Ltd.,IP Cleaning India Pvt. Ltd.,IP Cleaning India,IP Cleaning India,Customer
,IPEM Group of Institutions,IPEM Group of Institutions,IPEM,IPEM Group,Customer
,Ipex Industrial Products Exports GMBH,Ipex Industrial Products Exports GMBH,Ipex Industrial,Ipex Industrial,Customer
,IPS Automation Products Pvt. Ltd.,IPS Automation Products Pvt. Ltd.,IPS Automation,IPS Automation,Customer
,Iris Polymers,Iris Polymers,Iris Polymers,Iris Polymers,Customer
,Island Star Mall Developers Pvt. Ltd.,Island Star Mall Developers Pvt. Ltd.,Island Star Mall,Island Star Mall,Customer
,ISRO Propulsion Complex,ISRO Propulsion Complex,ISRO,ISRO,Customer
,ISS Facility Services India Pvt. Ltd.,ISS Facility Services India Pvt. Ltd.,ISS Facility,ISS Facility,Customer
,ITC Grand Central - A Luxury Collection Hotel,ITC Grand Central - A Luxury Collection Hotel,ITC,ITC,Customer
,ITC Maratha - A Luxury Collection Hotel,ITC Maratha - A Luxury Collection Hotel,ITC,ITC,Customer
,I-Tech Tools,I-Tech Tools,I-Tech Tools,I-Tech Tools,Customer
,IT Lab Instruments,IT Lab Instruments,IT Lab Instruments,IT Lab Instruments,Customer
,Jabil Circuit India Pvt. Ltd.,Jabil Circuit India Pvt. Ltd.,Jabil Circuit,Jabil Circuit India,Customer
,Jacliz Nigeria Ltd.,Jacliz Nigeria Ltd.,Jacliz Nigeria,Jacliz Nigeria Ltd.,Customer
,Jacob and John's General Trading FZC,Jacob and John's General Trading FZC,Jacob & John's General Trading,Jacob & John's General Trading,Customer
,Jadid Technology India Pvt. Ltd.,Jadid Technology India Pvt. Ltd.,Jadid Technology,JADID,Customer
,Jagadamba Auto-Components Pvt. Ltd.,Jagadamba Auto-Components Pvt. Ltd.,Jagadamba Auto,Jagadamba Auto,Customer
,Jagsonpal Pharmaceuticals Ltd.,Jagsonpal Pharmaceuticals Ltd.,Jagsonpal Pharma,Jagsonpal Pharma,Customer
,Jai Bhavani Mata Engitech Pvt. Ltd.,Jai Bhavani Mata Engitech Pvt. Ltd.,Jai Bhavani Engitech,Jai Bhavani Engitech,Customer
,Jaico Enterprise LLP,Jaico Enterprise LLP,Jaico Enterprise,Jaico Enterprise,Customer
,Jain Trading Co.,Jain Trading Co.,Jain Trading,Jain Trading Co.,Customer
,Jaivel Aerospace Pvt. Ltd.,Jaivel Aerospace Pvt. Ltd.,Jaivel,JAIVEL,Customer
,Jakson and Co.,Jakson and Co.,Jakson and Co.,Jakson and Co.,Customer
,Jams Tradelinks,Jams Tradelinks,Jams Tradelinks,Jams Tradelinks,Customer
,J Arch Tech,J Arch Tech,J Arch Tech,J Arch Tech,Customer
,Jash Engineering,Jash Engineering,Jash Engineering,Jash Engineering,Customer
,Jasubhai Engineering Pvt. Ltd.,Jasubhai Engineering Pvt. Ltd.,Jasubhai Engineering,Jasubhai Engineering,Customer
,Jay Consultancy,Jay Consultancy,Jay Consultancy,Jay Consultancy,Customer
,Jayem Auto Industries Pvt. Ltd.,Jayem Auto Industries Pvt. Ltd.,Jayem Auto Industry,Jayem Auto Industry,Customer
,Jayesh Plastic and Tools Pvt. Ltd.,Jayesh Plastic and Tools Pvt. Ltd.,Jayesh Plastic Tools,Jayesh Plastic Tools,Customer
,Jay Mangal Cad Cam,Jay Mangal Cad Cam,Jay Mangal Cad Cam,Jay Mangal Cad Cam,Customer
,Jaypee Healthcare Ltd.,Jaypee Healthcare Ltd.,Jaypee Healthcare,Jaypee Healthcare,Customer
,J.B. Chemicals and Pharmaceuticals Ltd.,J.B. Chemicals and Pharmaceuticals Ltd.,JB Chemicals,J.B. Chem and Pharma,Customer
,JFE Shoji Steel India Pvt. Ltd.,JFE Shoji Steel India Pvt. Ltd.,JFE Shoji Steel,JFE Shoji Steel,Customer
,Jharkhand Grind Chem Pvt. Ltd.,Jharkhand Grind Chem Pvt. Ltd.,Jharkhand Grind Chem,Jharkhand Grind Chem,Customer
,Jhaveri Labs,Jhaveri Labs,Jhaveri Labs,Jhaveri Labs,Customer
,J. H. Parabia Transport Pvt. Ltd.,J. H. Parabia Transport Pvt. Ltd.,JH Parabia Transport,Parabia Transport,Customer
,Jiangyin Uni-Pol Vacuum Casting India Pvt. Ltd.,Jiangyin Uni-Pol Vacuum Casting India Pvt. Ltd.,Jiangyin Uni-Pol,Jiangyin Uni-Pol,Customer
,Jindal Drilling and Industries Ltd.,Jindal Drilling and Industries Ltd.,Jindal,JINDAL,Customer
,Jindal Drugs Pvt. Ltd.,Jindal Drugs Pvt. Ltd.,Jindal,JINDAL,Customer
,Jindal Pipes Ltd.,Jindal Pipes Ltd.,Jindal,JINDAL,Customer
,Jindal Saw Ltd.,Jindal Saw Ltd.,Jindal,JINDAL,Customer
,Jindal Steel and Power Ltd.,Jindal Steel and Power Ltd.,Jindal,JINDAL,Customer
,Jini Polymech Engineering Pvt. Ltd.,Jini Polymech Engineering Pvt. Ltd.,Jini Polymech Engg,Jini Polymech Engg,Customer
,Jivo Wellness Pvt. Ltd.,Jivo Wellness Pvt. Ltd.,Jivo Wellness,Jivo Wellness,Customer
,J. Mitra.and Co. Pvt. Ltd.,J. Mitra.and Co. Pvt. Ltd.,J. Mitra.and Co.,J. Mitra.and Co.,Customer
,Jobby Engineers Pvt. Ltd.,Jobby Engineers Pvt. Ltd.,Jobby Engineers,Jobby Engineers,Customer
,John Crane Sealing System India Pvt. Ltd.,John Crane Sealing System India Pvt. Ltd.,John Crane Steeling System,John Crane Steeling System India Pvt. Ltd.,Customer
,John Deere India Pvt. Ltd.,John Deere India Pvt. Ltd.,John Deere,John Deere India Pvt. Ltd.,Customer
,John Energy Ltd.,John Energy Ltd.,John Energy,John Energy,Customer
,Johnson Controls India Pvt. Ltd.,Johnson Controls India Pvt. Ltd.,Johnson Controls,Johnson Matthey Chem,Customer
,Johnson Matthey Chemicals India Pvt. Ltd.,Johnson Matthey Chemicals India Pvt. Ltd.,Johnson Matthey,Johnson Matthey Chem. India,Customer
,Johoku Manufacturing Pvt. Ltd.,Johoku Manufacturing Pvt. Ltd.,Johoku Manufacturing,Johoku Manufacturing,Customer
,Jolly Containers,Jolly Containers,Jolly Containers,Jolly Containers,Customer
Yes,Jones Lang Lasalle Property Consultants India Pvt. Ltd.,Jones Lang Lasalle Property Consultants India Pvt. Ltd.,JLL,Shell,Customer
Yes,Jones Lang Lasalle Property Consultants India Pvt. Ltd.,Jones Lang LaSalle Property Consultants (India) Pvt. Ltd.,JLL,Shell,Customer
,Joshi Technologies International Inc.,Joshi Technologies International Inc.,Joshi Technologies,Joshi Technologies,Customer
,J.P. Singhal and Co.,J.P. Singhal and Co.,J.P. Singhal,J.P. Singhal,Customer
,JSC OGCC KazstroyService,JSC OGCC KazstroyService,KazStroy,KazStroy,Customer
,J S Equipments,J S Equipments,JSE,JSE,Customer
,JSK Enterprises,JSK Enterprises,JSK Enterprises,JSK Enterprises,Customer
,JSS Medical Research India Pvt. Ltd.,JSS Medical Research India Pvt. Ltd.,JSS Medical Research,JSS Medical Research,Customer
,JSW Global Business Solutions,JSW Global Business Solutions,Jindal,JSW Global Business Solutions,Customer
,JSW Infrastructure Ltd.,JSW Infrastructure Ltd.,Jindal,JSW,Customer
,JSW Steel Coated Products Ltd.,JSW Steel Coated Products Ltd.,Jindal,JSW Steel,Customer
Yes,Jubilant Life Sciences Ltd.,Jubailant Life Sciences Ltd.,Jubilant,Jubilant,Customer
,Jubail Energy Services Co.,Jubail Energy Services Co.,Jubail Energy,Jubail Energy,Customer
,Jubilant Food Works Ltd.,Jubilant Food Works Ltd.,Jubilant,Jubilant,Customer
Yes,Jubilant Life Sciences Ltd.,Jubilant Life Sciences Ltd.,Jubliant,Jubliant,Customer
,Jumbotail Technologies Pvt. Ltd.,Jumbotail Technologies Pvt. Ltd.,Jumbotail Technologies,Jumbotail Technologies,Customer
,Jyotech Engineering Co. Pvt. Ltd.,Jyotech Engineering Co. Pvt. Ltd.,Jyotech Engineering,Jyotech Engineering,Customer
,Jyoti Cnc Automation Ltd.,Jyoti Cnc Automation Ltd.,Jyoti Cnc Automation,Jyoti Cnc Automation,Customer
,Kach Motors Pvt. Ltd.,Kach Motors Pvt. Ltd.,Kach Motors,Kach Motors,Customer
,Kadakia Sales Corporation,Kadakia Sales Corporation,Kadakia Sales,Kadakia Sales Corp.,Customer
,Kadvani Forge Ltd.,Kadvani Forge Ltd.,Kadvani Forge,Kadvani Forge,Customer
,Kailash Hospital and Heart Institute,Kailash Hospital and Heart Institute,Kailash Hospital,Kailash Hospital,Customer
,Kalpana Enterprises,Kalpana Enterprises,Kalpana Enterprises,Kalpana Enterprises,Customer
,Kalpataru Power Transmission Ltd.,Kalpataru Power Transmission Ltd.,Kalpataru Power,Kalpataru,Customer
,Kalyani Thermal Processing Pvt. Ltd.,Kalyani Thermal Processing Pvt. Ltd.,Kalyani Thermal,Kalyani Thermal,Customer
,Kamax International Corporate Ltd.,Kamax International Corporate Ltd.,Kamax International,Kamax International Corporate Ltd.,Customer
,Kaniam Industries,KANIAM INDUSTRIES,KANIAM INDUSTRIES,KANIAM INDUSTRIES,Customer
,Kankai Pipes and Fittings Pvt. Ltd.,Kankai Pipes and Fittings Pvt. Ltd.,Kankai Pipes,KankaiPipes,Customer
,Kanodia Sales and Services,Kanodia Sales and Services,Kanodia Sales,Kanodia Sales,Customer
,Kansai Nerolac Paints Ltd.,Kansai Nerolac Paints Ltd.,Kansai Nerolac,Kansai Nerolac,Customer
,Kapsons Industries Pvt. Ltd.,Kapsons Industries Pvt. Ltd.,Kapsons,Kapsons Industries,Customer
,Karam Industries,Karam Industries,Karam,Karam Industries,Customer
,Karl Mayer India Pvt. Ltd.,Karl Mayer India Pvt. Ltd.,Karl Mayer,Karl Mayer,Customer
,Kasco Industries Pvt. Ltd.,Kasco Industries Pvt. Ltd.,Kasco,Kasco,Customer
,Kawa Machine Tools,Kawa Machine Tools,Kawa Machine Tools,Kawa Machine Tools,Customer
,KBS Creations,KBS Creations,KBS,KBS Creations,Customer
,KEC Bearings Pvt.Ltd.,KEC Bearings Pvt.Ltd.,KEC,KEC Bearings,Customer
,KEC International Ltd.,KEC International Ltd.,KEC,KEC International,Customer
,Keihin Fie Pvt. Ltd.,Keihin Fie Pvt. Ltd.,Keihin Fie,Keihin Fie,Customer
,Kelloggs India Pvt. Ltd.,Kelloggs India Pvt. Ltd.,Kelloggs,Kelloggs,Customer
,KEM Hospital,KEM Hospital,KEM Hospital,KEM,Customer
,Kemwell Biopharma Pvt. Ltd.,Kemwell Biopharma Pvt. Ltd.,Kemwell Biopharma,Kemwell Biopharma,Customer
,Kenway Infratech Pvt. Ltd.,Kenway Infratech Pvt. Ltd.,Kenway Infratech,Kenway Infratech,Customer
,Kerala Minerals and Metals Ltd.,Kerala Minerals and Metals Limited,Kerala Minerals,Kerala Minerals,Customer
,Kevin Enterprises Pvt. Ltd.,Kevin Enterprises Pvt. Ltd.,Kevin Enterprises,Kevin Enterprises,Customer
,K-Flex India Pvt. Ltd.,K-Flex India Pvt. Ltd.,K-Flex,K-Flex India,Customer
,KG Offshore Services Pvt. Ltd.,KG Offshore Services Pvt. Ltd.,KG Offshore,KG Offshore Services,Customer
,Khas Enterprises,Khas Enterprises,Khas Enterprises,Khas Enterprises,Customer
,Khusheim Co.,Khusheim Co.,Khusheim,Khusheim Co.,Customer
,Kich Industries,Kich Industries,Kich Industries,Kich Industries,Customer
,Kider India Pvt. Ltd.,Kider India Pvt. Ltd.,Kider,Kider India,Customer
,King Pipes and Fittings,King Pipes and Fittings,King Pipes-Fittings,King Pipes-Fittings,Customer
,Kinjal Industries,Kinjal Industries,Kinjal Industries,Kinjal Industries,Customer
